# energy of co
#      conf       e_totale_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop         1      0.000000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
         1      0.070223      0.0000      0.0702      0.0000      0.0000      0.0000      0.0702      0.0000      0.0000      0.0000
         2      0.142485      0.0000      0.1425      0.0000      0.0000      0.0000      0.1425      0.0000      0.0000      0.0000
         3      0.056139      0.0000      0.0561      0.0000      0.0000      0.0000      0.0561      0.0000      0.0000      0.0000
         4      0.077628      0.0000      0.0776      0.0000      0.0000      0.0000      0.0776      0.0000      0.0000      0.0000
         5      1.087441      0.0000      1.0874      0.0000      0.0000      0.0000      1.0874      0.0000      0.0000      0.0000
         6      0.771396      0.0000      0.7714      0.0000      0.0000      0.0000      0.7714      0.0000      0.0000      0.0000
         7      0.002395      0.0000      0.0024      0.0000      0.0000      0.0000      0.0024      0.0000      0.0000      0.0000
         8      0.233074      0.0000      0.2331      0.0000      0.0000      0.0000      0.2331      0.0000      0.0000      0.0000
         9      1.002298      0.0000      1.0023      0.0000      0.0000      0.0000      1.0023      0.0000      0.0000      0.0000
        10      0.444846      0.0000      0.4448      0.0000      0.0000      0.0000      0.4448      0.0000      0.0000      0.0000
        11      0.210043      0.0000      0.2100      0.0000      0.0000      0.0000      0.2100      0.0000      0.0000      0.0000
        12      0.756068      0.0000      0.7561      0.0000      0.0000      0.0000      0.7561      0.0000      0.0000      0.0000
        13      1.312627      0.0000      1.3126      0.0000      0.0000      0.0000      1.3126      0.0000      0.0000      0.0000
        14      0.215415      0.0000      0.2154      0.0000      0.0000      0.0000      0.2154      0.0000      0.0000      0.0000
        15      0.036170      0.0000      0.0362      0.0000      0.0000      0.0000      0.0362      0.0000      0.0000      0.0000
        16      0.333962      0.0000      0.3340      0.0000      0.0000      0.0000      0.3340      0.0000      0.0000      0.0000
        17      0.651319      0.0000      0.6513      0.0000      0.0000      0.0000      0.6513      0.0000      0.0000      0.0000
        18      0.005110      0.0000      0.0051      0.0000      0.0000      0.0000      0.0051      0.0000      0.0000      0.0000
        19      0.049180      0.0000      0.0492      0.0000      0.0000      0.0000      0.0492      0.0000      0.0000      0.0000
        20      0.022559      0.0000      0.0226      0.0000      0.0000      0.0000      0.0226      0.0000      0.0000      0.0000
        21      0.043381      0.0000      0.0434      0.0000      0.0000      0.0000      0.0434      0.0000      0.0000      0.0000
        22      0.038818      0.0000      0.0388      0.0000      0.0000      0.0000      0.0388      0.0000      0.0000      0.0000
        23      0.000001      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
        24      0.279267      0.0000      0.2793      0.0000      0.0000      0.0000      0.2793      0.0000      0.0000      0.0000
        25      2.917793      0.0000      2.9178      0.0000      0.0000      0.0000      2.9178      0.0000      0.0000      0.0000
        26      3.249617      0.0000      3.2496      0.0000      0.0000      0.0000      3.2496      0.0000      0.0000      0.0000
        27      2.257834      0.0000      2.2578      0.0000      0.0000      0.0000      2.2578      0.0000      0.0000      0.0000
        28      1.761585      0.0000      1.7616      0.0000      0.0000      0.0000      1.7616      0.0000      0.0000      0.0000
        29      0.728477      0.0000      0.7285      0.0000      0.0000      0.0000      0.7285      0.0000      0.0000      0.0000
        30      0.334767      0.0000      0.3348      0.0000      0.0000      0.0000      0.3348      0.0000      0.0000      0.0000
        31      0.053992      0.0000      0.0540      0.0000      0.0000      0.0000      0.0540      0.0000      0.0000      0.0000
        32      0.049248      0.0000      0.0492      0.0000      0.0000      0.0000      0.0492      0.0000      0.0000      0.0000
        33      0.152974      0.0000      0.1530      0.0000      0.0000      0.0000      0.1530      0.0000      0.0000      0.0000
        34      0.345244      0.0000      0.3452      0.0000      0.0000      0.0000      0.3452      0.0000      0.0000      0.0000
        35      0.367284      0.0000      0.3673      0.0000      0.0000      0.0000      0.3673      0.0000      0.0000      0.0000
        36      0.195048      0.0000      0.1950      0.0000      0.0000      0.0000      0.1950      0.0000      0.0000      0.0000
        37      0.475189      0.0000      0.4752      0.0000      0.0000      0.0000      0.4752      0.0000      0.0000      0.0000
        38      0.000000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
        39      0.000008      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
        40      1.840329      0.0000      1.8403      0.0000      0.0000      0.0000      1.8403      0.0000      0.0000      0.0000
        41      0.362926      0.0000      0.3629      0.0000      0.0000      0.0000      0.3629      0.0000      0.0000      0.0000
        42      1.605322      0.0000      1.6053      0.0000      0.0000      0.0000      1.6053      0.0000      0.0000      0.0000
        43      1.923072      0.0000      1.9231      0.0000      0.0000      0.0000      1.9231      0.0000      0.0000      0.0000
        44      0.548855      0.0000      0.5489      0.0000      0.0000      0.0000      0.5489      0.0000      0.0000      0.0000
        45      0.089322      0.0000      0.0893      0.0000      0.0000      0.0000      0.0893      0.0000      0.0000      0.0000
        46      1.034382      0.0000      1.0344      0.0000      0.0000      0.0000      1.0344      0.0000      0.0000      0.0000
        47      0.043305      0.0000      0.0433      0.0000      0.0000      0.0000      0.0433      0.0000      0.0000      0.0000
        48      0.004964      0.0000      0.0050      0.0000      0.0000      0.0000      0.0050      0.0000      0.0000      0.0000
        49      0.008819      0.0000      0.0088      0.0000      0.0000      0.0000      0.0088      0.0000      0.0000      0.0000
        50      0.610544      0.0000      0.6105      0.0000      0.0000      0.0000      0.6105      0.0000      0.0000      0.0000
        51      0.028153      0.0000      0.0282      0.0000      0.0000      0.0000      0.0282      0.0000      0.0000      0.0000
        52      0.269711      0.0000      0.2697      0.0000      0.0000      0.0000      0.2697      0.0000      0.0000      0.0000
        53      0.176764      0.0000      0.1768      0.0000      0.0000      0.0000      0.1768      0.0000      0.0000      0.0000
        54      0.729141      0.0000      0.7291      0.0000      0.0000      0.0000      0.7291      0.0000      0.0000      0.0000
        55      0.033510      0.0000      0.0335      0.0000      0.0000      0.0000      0.0335      0.0000      0.0000      0.0000
        56      0.036589      0.0000      0.0366      0.0000      0.0000      0.0000      0.0366      0.0000      0.0000      0.0000
        57      0.496817      0.0000      0.4968      0.0000      0.0000      0.0000      0.4968      0.0000      0.0000      0.0000
        58      0.007584      0.0000      0.0076      0.0000      0.0000      0.0000      0.0076      0.0000      0.0000      0.0000
        59      0.148879      0.0000      0.1489      0.0000      0.0000      0.0000      0.1489      0.0000      0.0000      0.0000
        60      0.000528      0.0000      0.0005      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000
        61      0.373960      0.0000      0.3740      0.0000      0.0000      0.0000      0.3740      0.0000      0.0000      0.0000
        62      0.704575      0.0000      0.7046      0.0000      0.0000      0.0000      0.7046      0.0000      0.0000      0.0000
