#                       1.000e-06  2.000e-04  1.000e-04  2.000e-03  1.000e-03
# iter          energy    delta_e   grad_max   grad_rms   disp_max   disp_rms
  1    -1.086282874376 -1.565e+00  3.706e-01  1.049e-01  1.867e-01  4.574e-02 
  2    -1.154067549468 -6.778e-02  1.039e-01  4.708e-02  8.808e-02  2.654e-02 
  3    -1.285572436574 -1.315e-01  3.770e-01  9.681e-02  1.935e-01  5.729e-02 
  4    -1.354496396206 -6.892e-02  1.278e-01  5.973e-02  1.272e-01  3.443e-02 
  5    -1.475164657718 -1.207e-01  1.681e-01  4.776e-02  1.367e-01  4.571e-02 
  6    -1.510285911043 -3.512e-02  1.275e-01  3.846e-02  7.733e-02  2.671e-02 
  7    -1.547036378486 -3.675e-02  1.338e-01  3.582e-02  4.738e-02  2.247e-02 
  8    -1.624569266651 -7.753e-02  1.539e-01  6.284e-02  4.029e-01  1.504e-01 
  9    -1.680334325503 -5.577e-02  1.758e-01  7.042e-02  7.188e-02  3.005e-02 
 10    -1.739536712306 -5.920e-02  1.842e-01  6.024e-02  8.791e-02  2.357e-02 
 11    -1.815021893740 -7.549e-02  1.787e-01  7.780e-02  8.239e-02  3.381e-02 
 12    -1.872774513334 -5.775e-02  1.566e-01  5.230e-02  8.423e-02  2.048e-02 
 13    -1.960405446549 -8.763e-02  1.396e-01  6.530e-02  8.252e-02  3.854e-02 
 14    -2.006088803310 -4.568e-02  2.510e-01  5.519e-02  5.773e-02  2.099e-02 
 15    -2.054712106842 -4.862e-02  1.533e-01  6.367e-02  6.212e-02  2.484e-02 
 16    -2.090739780483 -3.603e-02  1.818e-01  4.530e-02  5.201e-02  1.610e-02 
 17    -2.129111618641 -3.837e-02  1.465e-01  5.671e-02  5.627e-02  2.392e-02 
 18    -2.153948835999 -2.484e-02  1.595e-01  4.060e-02  4.957e-02  1.405e-02 
 19    -2.182890997821 -2.894e-02  1.264e-01  5.373e-02  6.147e-02  2.101e-02 
 20    -2.204994952232 -2.210e-02  1.236e-01  3.435e-02  4.705e-02  1.304e-02 
 21    -2.225502635835 -2.051e-02  9.835e-02  4.141e-02  4.461e-02  1.742e-02 
 22    -2.239135122360 -1.363e-02  9.339e-02  2.863e-02  3.462e-02  9.852e-03 
 23    -2.258539308386 -1.940e-02  1.236e-01  4.940e-02  4.025e-02  1.907e-02 
 24    -2.274554761644 -1.602e-02  8.236e-02  3.021e-02  4.141e-02  1.001e-02 
 25    -2.302519003331 -2.796e-02  2.113e-01  6.305e-02  5.453e-02  2.458e-02 
 26    -2.324578648003 -2.206e-02  9.853e-02  3.345e-02  4.767e-02  1.075e-02 
 27    -2.386778580676 -6.220e-02  3.137e-01  8.719e-02  9.558e-02  4.281e-02 
 28    -2.421867751371 -3.509e-02  1.214e-01  3.703e-02  5.773e-02  1.217e-02 
 29    -2.535031794065 -1.132e-01  1.741e-01  5.291e-02  1.077e-01  5.787e-02 
 30    -2.563193166056 -2.816e-02  1.482e-01  4.938e-02  5.538e-02  1.733e-02 
 31    -2.589253680731 -2.606e-02  1.072e-01  4.485e-02  5.261e-02  1.517e-02 
 32    -2.620035871887 -3.078e-02  2.273e-01  5.632e-02  3.347e-02  1.929e-02 
 33    -2.649212091420 -2.918e-02  1.221e-01  5.439e-02  3.931e-02  1.696e-02 
 34    -2.681365214487 -3.215e-02  2.371e-01  5.694e-02  5.078e-02  1.711e-02 
 35    -2.716009604894 -3.464e-02  1.354e-01  5.748e-02  3.386e-02  1.680e-02 
 36    -2.758922832684 -4.291e-02  3.411e-01  7.355e-02  6.343e-02  2.201e-02 
 37    -2.802734217913 -4.381e-02  1.578e-01  6.657e-02  3.769e-02  1.971e-02 
 38    -2.852001210383 -4.927e-02  2.635e-01  6.634e-02  6.373e-02  2.011e-02 
 39    -2.904693628801 -5.269e-02  1.573e-01  7.346e-02  4.434e-02  2.343e-02 
 40    -2.951770868953 -4.708e-02  1.939e-01  5.833e-02  6.728e-02  1.816e-02 
 41    -3.004694604548 -5.292e-02  1.356e-01  6.896e-02  4.976e-02  2.418e-02 
 42    -3.040192220741 -3.550e-02  1.289e-01  4.874e-02  5.396e-02  1.341e-02 
 43    -3.106526222647 -6.633e-02  1.796e-01  8.008e-02  7.466e-02  3.306e-02 
 44    -3.138042792319 -3.152e-02  1.557e-01  4.887e-02  5.993e-02  1.320e-02 
 45    -3.174349335587 -3.631e-02  1.472e-01  6.895e-02  4.271e-02  1.945e-02 
 46    -3.201103370008 -2.675e-02  1.616e-01  5.266e-02  5.224e-02  1.287e-02 
 47    -3.228520102227 -2.742e-02  1.354e-01  5.561e-02  2.721e-02  1.376e-02 
 48    -3.252934844461 -2.441e-02  1.799e-01  5.358e-02  4.442e-02  1.268e-02 
 49    -3.278255549384 -2.532e-02  1.120e-01  5.761e-02  2.761e-02  1.373e-02 
 50    -3.300414902620 -2.216e-02  1.200e-01  4.703e-02  3.922e-02  1.033e-02 
 51    -3.335123462549 -3.471e-02  2.039e-01  8.236e-02  5.354e-02  2.189e-02 
 52    -3.364683040012 -2.956e-02  1.107e-01  4.745e-02  5.512e-02  1.163e-02 
 53    -3.408668940277 -4.399e-02  2.124e-01  8.178e-02  6.480e-02  2.335e-02 
 54    -3.440737039208 -3.207e-02  1.628e-01  5.543e-02  6.016e-02  1.305e-02 
 55    -3.482170106600 -4.143e-02  1.781e-01  7.894e-02  5.553e-02  1.994e-02 
 56    -3.517617161876 -3.545e-02  1.598e-01  5.897e-02  5.769e-02  1.332e-02 
 57    -3.573756304043 -5.614e-02  2.543e-01  9.884e-02  7.788e-02  2.669e-02 
 58    -3.616765522854 -4.301e-02  1.092e-01  5.429e-02  5.868e-02  1.232e-02 
 59    -3.730705287584 -1.139e-01  2.303e-01  8.143e-02  1.485e-01  4.816e-02 
 60    -3.759976681323 -2.927e-02  1.121e-01  4.156e-02  4.358e-02  9.949e-03 
 61    -3.814825974482 -5.485e-02  9.866e-02  5.899e-02  7.879e-02  3.612e-02 
 62    -3.835966209184 -2.114e-02  9.066e-02  3.833e-02  4.061e-02  9.370e-03 
 63    -3.865817389992 -2.985e-02  1.709e-01  6.927e-02  4.707e-02  2.124e-02 
 64    -3.886385216042 -2.057e-02  1.066e-01  3.820e-02  3.649e-02  8.129e-03 
 65    -4.001189994641 -1.148e-01  3.358e-01  1.053e-01  1.483e-01  6.481e-02 
 66    -4.035822628086 -3.463e-02  1.123e-01  4.172e-02  5.791e-02  1.093e-02 
 67    -4.062839603580 -2.702e-02  1.526e-01  5.829e-02  5.214e-02  1.782e-02 
 68    -4.080085998541 -1.725e-02  1.456e-01  4.152e-02  2.594e-02  8.715e-03 
 69    -4.102618947895 -2.253e-02  1.751e-01  7.273e-02  5.677e-02  1.611e-02 
 70    -4.123293535369 -2.067e-02  1.665e-01  4.484e-02  4.228e-02  9.222e-03 
 71    -4.153460597955 -3.017e-02  1.951e-01  8.022e-02  6.578e-02  1.839e-02 
 72    -4.178171850260 -2.471e-02  1.870e-01  4.859e-02  4.412e-02  9.968e-03 
 73    -4.211346970189 -3.318e-02  2.258e-01  8.104e-02  6.834e-02  1.954e-02 
 74    -4.234795212967 -2.345e-02  1.474e-01  4.332e-02  4.408e-02  9.869e-03 
 75    -4.254767776100 -1.997e-02  1.471e-01  5.140e-02  3.968e-02  1.274e-02 
 76    -4.266730868892 -1.196e-02  7.398e-02  3.413e-02  2.793e-02  7.088e-03 
 77    -4.280835601829 -1.410e-02  1.745e-01  5.434e-02  3.377e-02  1.318e-02 
 78    -4.292260771926 -1.143e-02  8.168e-02  2.999e-02  2.711e-02  6.807e-03 
 79    -4.307089159024 -1.483e-02  1.583e-01  5.508e-02  3.290e-02  1.414e-02 
 80    -4.318188031803 -1.110e-02  9.096e-02  2.785e-02  2.044e-02  5.499e-03 
 81    -4.438233847776 -1.200e-01  1.071e-01  5.152e-02  1.632e-01  7.659e-02 
 82    -4.455552759146 -1.732e-02  1.025e-01  4.446e-02  3.183e-02  9.979e-03 
 83    -4.470941757981 -1.539e-02  1.239e-01  4.928e-02  3.034e-02  1.007e-02 
 84    -4.486076828729 -1.514e-02  1.193e-01  4.673e-02  3.749e-02  9.353e-03 
 85    -4.502785934752 -1.671e-02  1.270e-01  5.048e-02  2.914e-02  1.037e-02 
 86    -4.519160291782 -1.637e-02  1.164e-01  4.662e-02  3.727e-02  9.391e-03 
 87    -4.538021841726 -1.886e-02  1.528e-01  5.711e-02  3.136e-02  1.214e-02 
 88    -4.555422001845 -1.740e-02  1.046e-01  4.344e-02  3.674e-02  8.694e-03 
 89    -4.580444851527 -2.502e-02  1.621e-01  6.145e-02  3.532e-02  1.486e-02 
 90    -4.599719847311 -1.927e-02  1.045e-01  4.500e-02  3.944e-02  9.167e-03 
 91    -4.628652386303 -2.893e-02  1.931e-01  7.613e-02  4.389e-02  1.880e-02 
 92    -4.652595922436 -2.394e-02  9.249e-02  4.199e-02  4.216e-02  8.932e-03 
 93    -4.741781880371 -8.919e-02  2.340e-01  1.178e-01  1.204e-01  5.283e-02 
 94    -4.785190297269 -4.341e-02  1.444e-01  4.568e-02  5.577e-02  1.021e-02 
 95    -4.859867572955 -7.468e-02  4.472e-01  1.118e-01  1.128e-01  4.389e-02 
 96    -4.905830283984 -4.596e-02  1.493e-01  5.306e-02  3.805e-02  1.259e-02 
 97    -4.959151691134 -5.332e-02  2.716e-01  9.599e-02  7.236e-02  2.910e-02 
 98    -4.994713490698 -3.556e-02  1.292e-01  4.879e-02  4.531e-02  1.060e-02 
 99    -5.079011501571 -8.430e-02  3.809e-01  1.071e-01  1.374e-01  4.502e-02 
100    -5.118618612435 -3.961e-02  1.484e-01  5.031e-02  3.398e-02  1.159e-02 
101    -5.157372127895 -3.875e-02  3.713e-01  8.225e-02  5.368e-02  2.275e-02 
102    -5.183818199665 -2.645e-02  1.485e-01  4.469e-02  2.612e-02  8.723e-03 
103    -5.268122487193 -8.430e-02  4.742e-01  1.095e-01  1.485e-01  4.920e-02 
104    -5.306836949167 -3.871e-02  1.534e-01  4.720e-02  3.194e-02  1.138e-02 
105    -5.329457259078 -2.262e-02  2.420e-01  5.536e-02  3.713e-02  1.373e-02 
106    -5.344527823676 -1.507e-02  1.255e-01  4.292e-02  1.686e-02  8.414e-03 
107    -5.358484841835 -1.396e-02  1.963e-01  4.678e-02  2.902e-02  9.132e-03 
