#                       1.000e-10  2.000e-06  1.000e-06  2.000e-05  1.000e-05
# iter          energy    delta_e   grad_max   grad_rms   disp_max   disp_rms
  1    -0.008445925859 -6.646e-03  1.116e-02  6.443e-03  4.661e-01  2.691e-01 
  2    -0.009962514432 -1.517e-03  2.889e-03  1.668e-03  9.040e-02  5.219e-02 
  3    -0.009997599199 -3.508e-05  7.730e-04  4.463e-04  9.424e-03  5.441e-03 
  4    -0.009999949202 -2.350e-06  1.142e-04  6.594e-05  2.633e-03  1.520e-03 
  5    -0.009999998382 -4.918e-08  2.043e-05  1.179e-05  3.650e-04  2.107e-04 
  6    -0.009999999969 -1.587e-09  2.838e-06  1.638e-06  6.820e-05  3.938e-05 
  7    -0.009999999999 -3.005e-11* 5.437e-07* 3.139e-07* 8.888e-06* 5.132e-06*
