#                       1.000e-06  2.000e-04  1.000e-04  2.000e-03  1.000e-03
# iter          energy    delta_e   grad_max   grad_rms   disp_max   disp_rms
290     1.281467260785 -5.581e-05  4.883e-02  2.108e-02  9.170e-05* 3.945e-05*
291     1.281453712125 -1.355e-05  8.869e-02  3.728e-02  5.691e-05* 2.837e-05*
292     1.281387583202 -6.613e-05  7.241e-02  3.334e-02  1.512e-04* 5.620e-05*
293     1.281211003172 -1.766e-04  1.195e-01  6.223e-02  4.308e-04* 2.277e-04*
294     1.280977076526 -2.339e-04  1.122e-01  4.108e-02  3.828e-04* 1.587e-04*
295     1.280914141987 -6.293e-05  1.603e-01  7.020e-02  2.809e-04* 1.363e-04*
296     1.280648429480 -2.657e-04  1.727e-01  5.961e-02  4.591e-04* 1.908e-04*
297     1.280493688173 -1.547e-04  1.553e-01  7.378e-02  3.706e-04* 2.005e-04*
298     1.280228866082 -2.648e-04  2.125e-01  6.324e-02  4.512e-04* 1.879e-04*
299     1.280036825307 -1.920e-04  1.515e-01  6.388e-02  3.564e-04* 1.981e-04*
300     1.279824350316 -2.125e-04  2.014e-01  7.153e-02  3.975e-04* 1.868e-04*
301     1.279565833867 -2.585e-04  1.320e-01  5.459e-02  4.018e-04* 2.120e-04*
302     1.279436773587 -1.291e-04  3.443e-01  9.920e-02  4.593e-04* 2.405e-04*
303     1.279046908966 -3.899e-04  9.155e-02  3.478e-02  3.967e-04* 1.827e-04*
304     1.279023964588 -2.294e-05  1.363e-01  5.140e-02  9.102e-05* 4.750e-05*
305     1.278906788932 -1.172e-04  2.079e-01  7.578e-02  3.781e-04* 1.651e-04*
306     1.278644435963 -2.624e-04  1.574e-01  5.051e-02  3.353e-04* 1.703e-04*
307     1.278557147886 -8.729e-05  2.591e-01  8.728e-02  2.960e-04* 1.681e-04*
308     1.278334622637 -2.225e-04  1.274e-01  5.739e-02  2.788e-04* 1.290e-04*
309     1.278246604352 -8.802e-05  1.859e-01  8.053e-02  2.123e-04* 1.157e-04*
310     1.278092453963 -1.542e-04  1.351e-01  4.558e-02  2.617e-04* 8.695e-05*
311     1.278072597539 -1.986e-05  1.480e-01  6.359e-02  1.209e-04* 4.299e-05*
312     1.277974233158 -9.836e-05  1.001e-01  3.865e-02  1.497e-04* 6.042e-05*
313     1.277937560981 -3.667e-05  1.600e-01  5.781e-02  1.211e-04* 5.226e-05*
314     1.277858776179 -7.878e-05  5.550e-02  3.093e-02  1.626e-04* 5.214e-05*
315     1.277850455022 -8.321e-06  1.370e-01  4.987e-02  6.777e-05* 2.523e-05*
316     1.277733297263 -1.172e-04  1.133e-01  3.763e-02  2.668e-04* 9.345e-05*
317     1.277609277281 -1.240e-04  3.773e-01  1.042e-01  5.044e-04* 2.539e-04*
318     1.277369689548 -2.396e-04  9.915e-02  4.454e-02  2.547e-04* 8.760e-05*
319     1.277353352805 -1.634e-05  1.814e-01  5.911e-02  7.028e-05* 2.948e-05*
320     1.277277946294 -7.541e-05  7.507e-02  3.474e-02  1.397e-04* 5.382e-05*
321     1.277253913350 -2.403e-05  1.102e-01  4.969e-02  8.584e-05* 3.813e-05*
322     1.277174638180 -7.928e-05  6.773e-02  2.949e-02  1.667e-04* 5.221e-05*
323     1.277143855224 -3.078e-05  1.559e-01  5.317e-02  1.234e-04* 5.385e-05*
324     1.277063108212 -8.075e-05  1.044e-01  3.602e-02  1.479e-04* 5.848e-05*
325     1.277030936533 -3.217e-05  1.947e-01  6.698e-02  1.469e-04* 6.446e-05*
326     1.276928712134 -1.022e-04  4.125e-02  2.552e-02  1.276e-04* 5.122e-05*
327     1.276913696847 -1.502e-05  1.003e-01  4.436e-02  7.551e-05* 2.896e-05*
328     1.276825504727 -8.819e-05  1.608e-01  4.677e-02  2.111e-04* 8.904e-05*
329     1.276629041566 -1.965e-04  1.673e-01  7.124e-02  3.910e-04* 2.061e-04*
330     1.276464723418 -1.643e-04  1.121e-01  4.083e-02  2.122e-04* 1.041e-04*
331     1.276380461176 -8.426e-05  1.893e-01  7.682e-02  2.498e-04* 1.202e-04*
332     1.276216266344 -1.642e-04  9.990e-02  4.602e-02  2.486e-04* 1.081e-04*
333     1.276177348588 -3.892e-05  2.320e-01  8.391e-02  1.723e-04* 8.514e-05*
334     1.275986432550 -1.909e-04  7.769e-02  3.377e-02  2.847e-04* 1.091e-04*
335     1.275969692021 -1.674e-05  1.812e-01  5.905e-02  9.762e-05* 4.166e-05*
336     1.275432511644 -5.372e-04  3.575e-01  1.450e-01  1.304e-03* 7.107e-04*
337     1.275024031059 -4.085e-04  1.441e-01  4.584e-02  4.003e-04* 1.130e-04*
338     1.274958470851 -6.556e-05  4.217e-02  2.557e-02  1.290e-04* 4.230e-05*
339     1.274949675352 -8.795e-06  8.024e-02  3.527e-02  5.788e-05* 2.135e-05*
340     1.274887983367 -6.169e-05  1.041e-01  3.475e-02  1.764e-04* 5.777e-05*
341     1.274752563451 -1.354e-04  1.806e-01  6.793e-02  3.295e-04* 1.679e-04*
342     1.274639731922 -1.128e-04  8.329e-02  3.692e-02  1.832e-04* 5.908e-05*
343     1.274614803969 -2.493e-05  1.834e-01  5.930e-02  1.216e-04* 4.344e-05*
344     1.274533494007 -8.131e-05  7.280e-02  3.033e-02  1.683e-04* 5.366e-05*
345     1.274521866456 -1.163e-05  1.557e-01  4.877e-02  6.859e-05* 2.792e-05*
346     1.274412211889 -1.097e-04  1.292e-01  4.450e-02  2.461e-04* 9.155e-05*
347     1.274188413776 -2.238e-04  1.743e-01  8.870e-02  5.668e-04* 3.296e-04*
348     1.273915091295 -2.733e-04  1.419e-01  5.436e-02  3.678e-04* 1.230e-04*
349     1.273849365687 -6.573e-05  1.841e-01  5.373e-02  1.520e-04* 7.475e-05*
350     1.273787810414 -6.156e-05  1.215e-01  4.680e-02  1.391e-04* 4.901e-05*
351     1.273690341146 -9.747e-05  2.068e-01  6.826e-02  2.293e-04* 1.114e-04*
352     1.273603152227 -8.719e-05  7.774e-02  3.565e-02  1.601e-04* 4.808e-05*
353     1.273594251084 -8.901e-06  9.901e-02  4.914e-02  5.805e-05* 1.876e-05*
354     1.273518522501 -7.573e-05  8.748e-02  2.781e-02  1.394e-04* 5.330e-05*
355     1.273508050004 -1.047e-05  1.468e-01  4.641e-02  6.781e-05* 2.932e-05*
356     1.273423940047 -8.411e-05  1.391e-01  4.861e-02  1.859e-04* 7.604e-05*
357     1.273182860238 -2.411e-04  1.485e-01  6.122e-02  5.360e-04* 2.526e-04*
358     1.272933494321 -2.494e-04  2.489e-01  8.090e-02  4.283e-04* 2.222e-04*
359     1.272718530898 -2.150e-04  1.041e-01  4.478e-02  3.636e-04* 1.506e-04*
360     1.272604749487 -1.138e-04  3.446e-01  1.045e-01  3.956e-04* 1.964e-04*
361     1.272305190706 -2.996e-04  1.382e-01  4.829e-02  3.327e-04* 1.570e-04*
362     1.272290638556 -1.455e-05  1.645e-01  6.438e-02  6.043e-05* 3.170e-05*
363     1.272124416374 -1.662e-04  1.395e-01  4.456e-02  3.179e-04* 1.327e-04*
364     1.272002143316 -1.223e-04  2.819e-01  1.181e-01  4.213e-04* 2.392e-04*
365     1.271696190369 -3.060e-04  1.022e-01  3.899e-02  3.092e-04* 1.244e-04*
366     1.271695738821 -4.515e-07* 1.046e-01  3.986e-02  2.656e-06* 1.135e-06*
367     1.271663233277 -3.251e-05  3.826e-02  1.905e-02  8.798e-05* 2.118e-05*
368     1.271657373501 -5.860e-06  7.969e-02  3.073e-02  4.258e-05* 1.269e-05*
369     1.271603171179 -5.420e-05  8.095e-02  3.462e-02  1.366e-04* 5.277e-05*
370     1.271377719275 -2.255e-04  2.251e-01  8.236e-02  4.728e-04* 2.498e-04*
371     1.271245693088 -1.320e-04  3.635e-02  2.390e-02  1.634e-04* 5.822e-05*
372     1.271242820805 -2.872e-06  6.359e-02  3.368e-02  2.426e-05* 8.977e-06*
373     1.271210627931 -3.219e-05  1.759e-01  7.114e-02  1.413e-04* 6.811e-05*
374     1.271116102514 -9.453e-05  3.353e-02  1.874e-02  1.340e-04* 4.108e-05*
375     1.271108276274 -7.826e-06  8.411e-02  3.374e-02  4.722e-05* 1.633e-05*
376     1.270863300283 -2.450e-04  2.763e-01  1.170e-01  6.716e-04* 3.745e-04*
377     1.270647161331 -2.161e-04  6.366e-02  3.477e-02  1.713e-04* 4.887e-05*
378     1.270628178131 -1.898e-05  7.673e-02  3.421e-02  5.476e-05* 1.524e-05*
379     1.270595446753 -3.273e-05  5.789e-02  2.374e-02  9.305e-05* 2.821e-05*
380     1.270571534975 -2.391e-05  9.468e-02  3.267e-02  7.721e-05* 3.057e-05*
381     1.270510685101 -6.085e-05  7.535e-02  3.073e-02  1.242e-04* 5.122e-05*
382     1.270390286833 -1.204e-04  2.415e-01  6.341e-02  3.021e-04* 1.629e-04*
383     1.270229593935 -1.607e-04  1.216e-01  5.025e-02  2.773e-04* 1.047e-04*
384     1.270152757814 -7.684e-05  1.577e-01  6.089e-02  2.031e-04* 9.872e-05*
385     1.270060054756 -9.270e-05  1.165e-01  3.949e-02  1.396e-04* 5.225e-05*
386     1.270002965184 -5.709e-05  2.070e-01  5.367e-02  1.549e-04* 6.514e-05*
387     1.269936145115 -6.682e-05  6.631e-02  3.203e-02  1.137e-04* 4.433e-05*
388     1.269901704754 -3.444e-05  1.285e-01  5.151e-02  1.144e-04* 4.769e-05*
389     1.269824284655 -7.742e-05  6.489e-02  2.913e-02  1.689e-04* 4.938e-05*
390     1.269799287213 -2.500e-05  1.656e-01  4.810e-02  1.127e-04* 4.050e-05*
391     1.269725874842 -7.341e-05  1.246e-01  4.107e-02  1.454e-04* 6.002e-05*
392     1.269614296016 -1.116e-04  2.701e-01  9.377e-02  3.270e-04* 1.721e-04*
393     1.269462258926 -1.520e-04  6.092e-02  2.813e-02  2.022e-04* 5.610e-05*
394     1.269458066825 -4.192e-06  6.977e-02  3.610e-02  3.367e-05* 9.402e-06*
395     1.269401178839 -5.689e-05  1.804e-01  5.112e-02  1.753e-04* 6.978e-05*
396     1.269330574807 -7.060e-05  7.048e-02  3.762e-02  1.730e-04* 5.064e-05*
397     1.269297234915 -3.334e-05  2.150e-01  5.816e-02  1.300e-04* 5.191e-05*
398     1.269220715378 -7.652e-05  5.224e-02  2.571e-02  1.270e-04* 4.062e-05*
399     1.269204569696 -1.615e-05  1.089e-01  4.177e-02  7.581e-05* 2.751e-05*
400     1.269135344230 -6.923e-05  1.458e-01  4.718e-02  1.674e-04* 6.838e-05*
