#                       1.000e-06  2.000e-04  1.000e-04  2.000e-03  1.000e-03
# iter          energy    delta_e   grad_max   grad_rms   disp_max   disp_rms
  1  -168.498261664407 -8.547e+01  6.553e+01  3.783e+01  1.034e+00  5.971e-01 
  2  -177.597691755212 -9.099e+00  1.767e+01  1.020e+01  9.288e-02  5.363e-02 
  3  -177.845037829361 -2.473e-01  1.957e+00  1.130e+00  1.223e-02  7.060e-03 
  4  -177.847582770455 -2.545e-03  3.716e-01  2.145e-01  1.091e-03* 6.296e-04*
  5  -177.847674725967 -9.196e-05  5.326e-02  3.075e-02  2.163e-04* 1.249e-04*
  6  -177.847676576716 -1.851e-06  1.036e-02  5.980e-03  2.909e-05* 1.680e-05*
  7  -177.847676647612 -7.090e-08* 1.639e-03  9.463e-04  5.910e-06* 3.412e-06*
  8  -177.847676649352 -1.741e-09* 3.446e-04  1.990e-04  8.774e-07* 5.066e-07*
  9  -177.847676649430 -7.805e-11* 6.032e-05* 3.483e-05* 1.927e-07* 1.113e-07*
