# energy of h2o ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      1.4399      3.524319      1.8647      1.6596      0.0000      1.6596      0.0000      0.0000      0.0000      0.4673      1.1923      0.0000      0.0000   208.52081     0.00000
      1.4599      3.523770      2.2612      1.2625      0.0000      1.2625      0.0000      0.0000      0.0000      0.2042      1.0583      0.0000      0.0000   252.86691     0.00000
      1.4799      3.523659      2.7401      0.7836      0.0000      0.7836      0.0000      0.0000      0.0000      0.4424      0.3412      0.0000      0.0000   306.41439    -0.00000
      1.4999      3.523659      2.9775      0.5462      0.0000      0.5462      0.0000      0.0000      0.0000      0.5330      0.0132      0.0000      0.0000   332.95884    -0.00000
      1.5199      3.523259      3.1137      0.4096      0.0000      0.4096      0.0000      0.0000      0.0000      0.0783      0.3313      0.0000      0.0000   348.19241     0.00000
      1.5399      3.524382      1.8731      1.6513      0.0000      1.6513      0.0000      0.0000      0.0000      0.5274      1.1239      0.0000      0.0000   209.45765     0.00000
      1.5599      3.523579      2.3648      1.1587      0.0000      1.1587      0.0000      0.0000      0.0000      0.0220      1.1368      0.0000      0.0000   264.45147     0.00000
      1.5799      3.524004      2.4198      1.1042      0.0000      1.1042      0.0000      0.0000      0.0000      0.7233      0.3809      0.0000      0.0000   270.60106    -0.00000
      1.5999      3.523344      3.2358      0.2876      0.0000      0.2876      0.0000      0.0000      0.0000      0.2557      0.0319      0.0000      0.0000   361.84512    -0.00000
      1.6199      3.523521      2.9406      0.5829      0.0000      0.5829      0.0000      0.0000      0.0000      0.3281      0.2548      0.0000      0.0000   328.83643     0.00000
      1.6399      3.524190      2.0517      1.4725      0.0000      1.4725      0.0000      0.0000      0.0000      0.4192      1.0534      0.0000      0.0000   229.43158     0.00000
      1.6599      3.523623      2.3269      1.1968      0.0000      1.1968      0.0000      0.0000      0.0000      0.0373      1.1595      0.0000      0.0000   260.20508     0.00000
      1.6799      3.524177      2.2172      1.3070      0.0000      1.3070      0.0000      0.0000      0.0000      0.8461      0.4608      0.0000      0.0000   247.94404    -0.00000
      1.6999      3.523129      3.4080      0.1151      0.0000      0.1151      0.0000      0.0000      0.0000      0.0615      0.0536      0.0000      0.0000   381.11013     0.00000
      1.7199      3.523792      2.7753      0.7485      0.0000      0.7485      0.0000      0.0000      0.0000      0.5722      0.1764      0.0000      0.0000   310.34902     0.00000
      1.7399      3.523884      2.3378      1.1861      0.0000      1.1861      0.0000      0.0000      0.0000      0.2291      0.9570      0.0000      0.0000   261.43144     0.00000
      1.7599      3.523849      2.1231      1.4007      0.0000      1.4007      0.0000      0.0000      0.0000      0.2083      1.1924      0.0000      0.0000   237.42407    -0.00000
      1.7799      3.524142      2.2039      1.3202      0.0000      1.3202      0.0000      0.0000      0.0000      0.7867      0.5335      0.0000      0.0000   246.45610    -0.00000
      1.7999      3.523092      3.4144      0.1087      0.0000      0.1087      0.0000      0.0000      0.0000      0.0193      0.0894      0.0000      0.0000   381.82312     0.00000
      1.8199      3.523971      2.6597      0.8643      0.0000      0.8643      0.0000      0.0000      0.0000      0.7381      0.1262      0.0000      0.0000   297.42161     0.00000
      1.8399      3.523562      2.6626      0.8609      0.0000      0.8609      0.0000      0.0000      0.0000      0.0509      0.8101      0.0000      0.0000   297.75284     0.00000
      1.8599      3.524180      1.8228      1.7014      0.0000      1.7014      0.0000      0.0000      0.0000      0.4701      1.2313      0.0000      0.0000   203.83250    -0.00000
      1.8799      3.523919      2.3615      1.1625      0.0000      1.1625      0.0000      0.0000      0.0000      0.5431      0.6193      0.0000      0.0000   264.07439    -0.00000
      1.8999      3.523283      3.2415      0.2818      0.0000      0.2818      0.0000      0.0000      0.0000      0.1588      0.1230      0.0000      0.0000   362.48115     0.00000
      1.9199      3.523929      2.7233      0.8007      0.0000      0.8007      0.0000      0.0000      0.0000      0.7178      0.0829      0.0000      0.0000   304.53324     0.00000
      1.9399      3.523407      2.8111      0.7123      0.0000      0.7123      0.0000      0.0000      0.0000      0.0110      0.7013      0.0000      0.0000   314.36096     0.00000
      1.9599      3.524421      1.6484      1.8760      0.0000      1.8760      0.0000      0.0000      0.0000      0.6695      1.2065      0.0000      0.0000   184.33526    -0.00000
      1.9799      3.523653      2.5234      1.0003      0.0000      1.0003      0.0000      0.0000      0.0000      0.2566      0.7436      0.0000      0.0000   282.17989    -0.00000
      1.9999      3.523621      2.9324      0.5912      0.0000      0.5912      0.0000      0.0000      0.0000      0.4271      0.1641      0.0000      0.0000   327.92180     0.00000
      2.0199      3.523671      2.9706      0.5531      0.0000      0.5531      0.0000      0.0000      0.0000      0.5077      0.0453      0.0000      0.0000   332.19200     0.00000
      2.0399      3.523475      2.8002      0.7233      0.0000      0.7233      0.0000      0.0000      0.0000      0.1471      0.5762      0.0000      0.0000   313.13239    -0.00000
      2.0599      3.524451      1.6199      1.9045      0.0000      1.9045      0.0000      0.0000      0.0000      0.6998      1.2047      0.0000      0.0000   181.15256    -0.00000
      2.0799      3.523520      2.6142      0.9093      0.0000      0.9093      0.0000      0.0000      0.0000      0.0598      0.8495      0.0000      0.0000   292.33953     0.00000
      2.0999      3.523912      2.6498      0.8741      0.0000      0.8741      0.0000      0.0000      0.0000      0.6500      0.2241      0.0000      0.0000   296.31466     0.00000
      2.1199      3.523357      3.2359      0.2875      0.0000      0.2875      0.0000      0.0000      0.0000      0.2601      0.0274      0.0000      0.0000   361.85727     0.00000
      2.1399      3.523688      2.6675      0.8562      0.0000      0.8562      0.0000      0.0000      0.0000      0.4044      0.4518      0.0000      0.0000   298.29266    -0.00000
      2.1599      3.524265      1.7803      1.7439      0.0000      1.7439      0.0000      0.0000      0.0000      0.5613      1.1827      0.0000      0.0000   199.08822    -0.00000
      2.1799      3.523572      2.5418      0.9818      0.0000      0.9818      0.0000      0.0000      0.0000      0.0103      0.9715      0.0000      0.0000   284.24090     0.00000
      2.1999      3.524068      2.4861      1.0380      0.0000      1.0380      0.0000      0.0000      0.0000      0.7576      0.2804      0.0000      0.0000   278.01021     0.00000
      2.2199      3.523086      3.4723      0.0508      0.0000      0.0508      0.0000      0.0000      0.0000      0.0403      0.0105      0.0000      0.0000   388.29008     0.00000
      2.2399      3.523964      2.4693      1.0546      0.0000      1.0546      0.0000      0.0000      0.0000      0.6788      0.3758      0.0000      0.0000   276.13624    -0.00000
      2.2599      3.523919      2.1093      1.4146      0.0000      1.4146      0.0000      0.0000      0.0000      0.2995      1.1151      0.0000      0.0000   235.87922    -0.00000
      2.2799      3.523843      2.2680      1.2559      0.0000      1.2559      0.0000      0.0000      0.0000      0.1553      1.1006      0.0000      0.0000   253.62112     0.00000
      2.2999      3.523962      2.5252      0.9988      0.0000      0.9988      0.0000      0.0000      0.0000      0.6484      0.3503      0.0000      0.0000   282.38339     0.00000
      2.3199      3.523066      3.4906      0.0325      0.0000      0.0325      0.0000      0.0000      0.0000      0.0310      0.0015      0.0000      0.0000   390.33879     0.00000
      2.3399      3.524056      2.4380      1.0860      0.0000      1.0860      0.0000      0.0000      0.0000      0.7993      0.2868      0.0000      0.0000   272.63500    -0.00000
      2.3599      3.523639      2.3563      1.1674      0.0000      1.1674      0.0000      0.0000      0.0000      0.0946      1.0728      0.0000      0.0000   263.49465    -0.00000
      2.3799      3.524152      2.0141      1.5100      0.0000      1.5100      0.0000      0.0000      0.0000      0.3282      1.1819      0.0000      0.0000   225.23081     0.00000
      2.3999      3.523727      2.6588      0.8649      0.0000      0.8649      0.0000      0.0000      0.0000      0.4202      0.4447      0.0000      0.0000   297.32945     0.00000
      2.4199      3.523223      3.3490      0.1742      0.0000      0.1742      0.0000      0.0000      0.0000      0.1742      0.0000      0.0000      0.0000   374.50506    -0.00000
      2.4399      3.523990      2.5338      0.9902      0.0000      0.9902      0.0000      0.0000      0.0000      0.7675      0.2228      0.0000      0.0000   283.34203    -0.00000
      2.4599      3.523485      2.5200      1.0035      0.0000      1.0035      0.0000      0.0000      0.0000      0.0016      1.0019      0.0000      0.0000   281.80500     0.00000
      2.4799      3.524403      1.7715      1.7529      0.0000      1.7529      0.0000      0.0000      0.0000      0.4991      1.2538      0.0000      0.0000   198.09678     0.00000
      2.4999      3.523442      2.8470      0.6764      0.0000      0.6764      0.0000      0.0000      0.0000      0.1529      0.5236      0.0000      0.0000   318.37080     0.00000
      2.5199      3.523545      3.0765      0.4470      0.0000      0.4470      0.0000      0.0000      0.0000      0.4410      0.0060      0.0000      0.0000   344.03978    -0.00000
      2.5399      3.523689      2.8205      0.7032      0.0000      0.7032      0.0000      0.0000      0.0000      0.5209      0.1823      0.0000      0.0000   315.40667    -0.00000
      2.5599      3.523601      2.4810      1.0426      0.0000      1.0426      0.0000      0.0000      0.0000      0.1304      0.9121      0.0000      0.0000   277.44678     0.00000
