# energy of ch2o ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      0.1329      3.911877      3.5841      0.3278      0.0000      0.3278      0.0000      0.0000      0.0000      0.1433      0.1663      0.0000      0.0183   300.59504    23.36105
      0.1339      3.911736      3.8632      0.0485      0.0000      0.0485      0.0000      0.0000      0.0000      0.0135      0.0279      0.0000      0.0072   324.00664    35.58527
      0.1349      3.911782      3.7722      0.1396      0.0000      0.1396      0.0000      0.0000      0.0000      0.0352      0.1035      0.0000      0.0009   316.37390    44.72677
      0.1359      3.911975      3.3779      0.5341      0.0000      0.5341      0.0000      0.0000      0.0000      0.1783      0.3550      0.0000      0.0008   283.30552    46.51929
      0.1369      3.912133      2.9620      0.9501      0.0000      0.9501      0.0000      0.0000      0.0000      0.2736      0.6690      0.0000      0.0075   248.42583    41.10276
      0.1379      3.912130      2.7597      1.1525      0.0000      1.1525      0.0000      0.0000      0.0000      0.2175      0.9154      0.0000      0.0196   231.45395    30.75399
      0.1389      3.912018      2.7732      1.1388      0.0000      1.1388      0.0000      0.0000      0.0000      0.0960      1.0083      0.0000      0.0346   232.58939    17.49384
      0.1399      3.911953      2.8464      1.0655      0.0000      1.0655      0.0000      0.0000      0.0000      0.0798      0.9364      0.0000      0.0494   238.72782     3.28753
      0.1409      3.912002      2.8849      1.0271      0.0000      1.0271      0.0000      0.0000      0.0000      0.2121      0.7536      0.0000      0.0614   241.95377    -8.22650
      0.1419      3.912073      2.9539      0.9582      0.0000      0.9582      0.0000      0.0000      0.0000      0.3467      0.5424      0.0000      0.0691   247.74346   -11.78367
      0.1429      3.912040      3.1492      0.7628      0.0000      0.7628      0.0000      0.0000      0.0000      0.3176      0.3732      0.0000      0.0720   264.12546    -3.56446
      0.1439      3.911907      3.4183      0.4936      0.0000      0.4936      0.0000      0.0000      0.0000      0.1423      0.2811      0.0000      0.0701   286.69513    15.37161
      0.1449      3.911818      3.5696      0.3422      0.0000      0.3422      0.0000      0.0000      0.0000      0.0128      0.2650      0.0000      0.0643   299.38566    38.96135
      0.1459      3.911878      3.4735      0.4384      0.0000      0.4384      0.0000      0.0000      0.0000      0.0765      0.3064      0.0000      0.0555   291.32091    59.73459
      0.1469      3.912030      3.2161      0.6959      0.0000      0.6959      0.0000      0.0000      0.0000      0.2610      0.3902      0.0000      0.0447   269.73358    72.72660
      0.1479      3.912110      3.0147      0.8974      0.0000      0.8974      0.0000      0.0000      0.0000      0.3546      0.5098      0.0000      0.0331   252.83937    76.34862
      0.1489      3.912043      2.9859      0.9262      0.0000      0.9262      0.0000      0.0000      0.0000      0.2500      0.6542      0.0000      0.0220   250.42531    70.60661
      0.1499      3.911928      3.0384      0.8735      0.0000      0.8735      0.0000      0.0000      0.0000      0.0668      0.7943      0.0000      0.0124   254.83105    55.92777
      0.1509      3.911914      3.0119      0.9000      0.0000      0.9000      0.0000      0.0000      0.0000      0.0074      0.8875      0.0000      0.0051   252.60784    34.41729
      0.1519      3.912021      2.8896      1.0224      0.0000      1.0224      0.0000      0.0000      0.0000      0.1220      0.8996      0.0000      0.0009   242.35190    11.56633
