# energy [kcal/mol] of lif vs. time [ps] (0.0000 ps of eq)
#
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop     temp    press
 3.0750 -8.28744e+01  3.550e+00 -8.642e+01 -8.642e+01  0.000e+00  0.000e+00 -1.094e-02 -8.641e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  595.495 -205.541
 3.0800 -8.28734e+01  6.931e+00 -8.980e+01 -8.980e+01  0.000e+00  0.000e+00 -1.341e-02 -8.979e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1162.615 -180.504
 3.0850 -8.28717e+01  1.193e+01 -9.480e+01 -9.480e+01  0.000e+00  0.000e+00 -1.765e-02 -9.478e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2000.645 -143.147
 3.0900 -8.28682e+01  1.924e+01 -1.021e+02 -1.021e+02  0.000e+00  0.000e+00 -2.468e-02 -1.021e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3227.568  -88.509
 3.0950 -8.28608e+01  3.023e+01 -1.131e+02 -1.131e+02  0.000e+00  0.000e+00 -3.309e-02 -1.131e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5071.080   -7.063
 3.1000 -8.28431e+01  4.782e+01 -1.307e+02 -1.307e+02  0.000e+00  0.000e+00  1.077e-02 -1.307e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8020.805  122.850
 3.1050 -8.28569e+01  7.837e+01 -1.612e+02 -1.612e+02  0.000e+00  0.000e+00  1.631e+00 -1.629e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 13146.236  396.611
 3.1100 -8.39689e+01  2.430e+01 -1.083e+02 -1.083e+02  0.000e+00  0.000e+00  1.199e+02 -2.281e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 4076.847 4227.246
 3.1150 -8.29619e+01  9.031e+01 -1.733e+02 -1.733e+02  0.000e+00  0.000e+00  5.838e+00 -1.791e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 15147.899  756.140
 3.1200 -8.26977e+01  5.571e+01 -1.384e+02 -1.384e+02  0.000e+00  0.000e+00  1.070e-01 -1.385e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 9344.678  303.842
 3.1250 -8.27204e+01  3.492e+01 -1.176e+02 -1.176e+02  0.000e+00  0.000e+00 -3.273e-02 -1.176e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5857.515   97.914
 3.1300 -8.27301e+01  2.228e+01 -1.050e+02 -1.050e+02  0.000e+00  0.000e+00 -2.747e-02 -1.050e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3738.078  -20.858
 3.1350 -8.27344e+01  1.400e+01 -9.674e+01 -9.674e+01  0.000e+00  0.000e+00 -1.944e-02 -9.672e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2348.538  -97.238
 3.1400 -8.27366e+01  8.365e+00 -9.110e+01 -9.110e+01  0.000e+00  0.000e+00 -1.445e-02 -9.109e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1403.065 -148.854
 3.1450 -8.27377e+01  4.518e+00 -8.726e+01 -8.726e+01  0.000e+00  0.000e+00 -1.151e-02 -8.724e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  757.850 -184.179
 3.1500 -8.27384e+01  1.995e+00 -8.473e+01 -8.473e+01  0.000e+00  0.000e+00 -9.821e-03 -8.472e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  334.644 -207.728
 3.1550 -8.27387e+01  5.356e-01 -8.327e+01 -8.327e+01  0.000e+00  0.000e+00 -8.925e-03 -8.327e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   89.835 -222.019
 3.1600 -8.27388e+01  4.509e-03 -8.274e+01 -8.274e+01  0.000e+00  0.000e+00 -8.614e-03 -8.273e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00    0.756 -228.404
 3.1650 -8.27387e+01  3.553e-01 -8.309e+01 -8.309e+01  0.000e+00  0.000e+00 -8.819e-03 -8.309e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   59.600 -227.447
 3.1700 -8.27385e+01  1.619e+00 -8.436e+01 -8.436e+01  0.000e+00  0.000e+00 -9.584e-03 -8.435e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  271.498 -219.065
 3.1750 -8.27379e+01  3.909e+00 -8.665e+01 -8.665e+01  0.000e+00  0.000e+00 -1.109e-02 -8.664e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  655.774 -202.508
 3.1800 -8.27369e+01  7.458e+00 -9.019e+01 -9.019e+01  0.000e+00  0.000e+00 -1.372e-02 -9.018e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1251.007 -176.168
 3.1850 -8.27350e+01  1.268e+01 -9.541e+01 -9.541e+01  0.000e+00  0.000e+00 -1.821e-02 -9.540e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2126.700 -137.108
 3.1900 -8.27312e+01  2.033e+01 -1.031e+02 -1.031e+02  0.000e+00  0.000e+00 -2.560e-02 -1.030e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3409.346  -80.014
 3.1950 -8.27231e+01  3.187e+01 -1.146e+02 -1.146e+02  0.000e+00  0.000e+00 -3.339e-02 -1.146e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5345.432    5.434
 3.2000 -8.27036e+01  5.051e+01 -1.332e+02 -1.332e+02  0.000e+00  0.000e+00  3.367e-02 -1.332e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8472.184  143.488
 3.2050 -8.27607e+01  8.282e+01 -1.656e+02 -1.656e+02  0.000e+00  0.000e+00  2.521e+00 -1.681e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 13891.849  459.880
 3.2100 -7.83699e+01  2.368e+00 -8.074e+01 -8.074e+01  0.000e+00  0.000e+00  1.519e+02 -2.326e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  397.231 5011.086
 3.2150 -8.29623e+01  8.625e+01 -1.692e+02 -1.692e+02  0.000e+00  0.000e+00  3.673e+00 -1.729e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 14467.629  681.528
 3.2200 -8.28397e+01  5.269e+01 -1.355e+02 -1.355e+02  0.000e+00  0.000e+00  6.133e-02 -1.356e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8838.484  272.551
 3.2250 -8.28607e+01  3.312e+01 -1.160e+02 -1.160e+02  0.000e+00  0.000e+00 -3.333e-02 -1.160e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5556.343   80.534
 3.2300 -8.28694e+01  2.111e+01 -1.040e+02 -1.040e+02  0.000e+00  0.000e+00 -2.649e-02 -1.040e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3541.239  -32.057
 3.2350 -8.28734e+01  1.319e+01 -9.607e+01 -9.607e+01  0.000e+00  0.000e+00 -1.881e-02 -9.605e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2212.857 -104.994
 3.2400 -8.28754e+01  7.797e+00 -9.067e+01 -9.067e+01  0.000e+00  0.000e+00 -1.410e-02 -9.066e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1307.842 -154.405
 3.2450 -8.28765e+01  4.127e+00 -8.700e+01 -8.700e+01  0.000e+00  0.000e+00 -1.134e-02 -8.699e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  692.259 -188.155
 3.2500 -8.28771e+01  1.746e+00 -8.462e+01 -8.462e+01  0.000e+00  0.000e+00 -9.751e-03 -8.461e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  292.876 -210.470
 3.2550 -8.28774e+01  4.115e-01 -8.329e+01 -8.329e+01  0.000e+00  0.000e+00 -8.934e-03 -8.328e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   69.030 -223.699
 3.2600 -8.28775e+01  5.936e-04 -8.288e+01 -8.288e+01  0.000e+00  0.000e+00 -8.693e-03 -8.287e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00    0.100 -229.088
 3.2650 -8.28774e+01  4.771e-01 -8.335e+01 -8.335e+01  0.000e+00  0.000e+00 -8.973e-03 -8.335e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   80.036 -227.110
 3.2700 -8.28771e+01  1.883e+00 -8.476e+01 -8.476e+01  0.000e+00  0.000e+00 -9.838e-03 -8.475e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  315.867 -217.595
 3.2750 -8.28764e+01  4.349e+00 -8.723e+01 -8.723e+01  0.000e+00  0.000e+00 -1.149e-02 -8.721e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  729.439 -199.678
 3.2800 -8.28753e+01  8.127e+00 -9.100e+01 -9.100e+01  0.000e+00  0.000e+00 -1.437e-02 -9.099e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1363.260 -171.582
 3.2850 -8.28732e+01  1.367e+01 -9.655e+01 -9.655e+01  0.000e+00  0.000e+00 -1.927e-02 -9.653e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2293.779 -130.078
 3.2900 -8.28690e+01  2.183e+01 -1.047e+02 -1.047e+02  0.000e+00  0.000e+00 -2.717e-02 -1.047e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3661.316  -69.278
 3.2950 -8.28597e+01  3.424e+01 -1.171e+02 -1.171e+02  0.000e+00  0.000e+00 -3.299e-02 -1.171e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5743.779   22.481
 3.3000 -8.28375e+01  5.460e+01 -1.374e+02 -1.374e+02  0.000e+00  0.000e+00  9.003e-02 -1.375e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 9158.731  174.334
 3.3050 -8.30437e+01  8.892e+01 -1.720e+02 -1.720e+02  0.000e+00  0.000e+00  4.987e+00 -1.770e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 14915.627  590.525
 3.3100 -8.22140e+01  1.486e+01 -9.707e+01 -9.707e+01  0.000e+00  0.000e+00  1.330e+02 -2.301e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2491.926 3926.464
 3.3150 -8.29491e+01  7.978e+01 -1.627e+02 -1.627e+02  0.000e+00  0.000e+00  1.894e+00 -1.646e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 13381.613  584.503
 3.3200 -8.29235e+01  4.862e+01 -1.315e+02 -1.315e+02  0.000e+00  0.000e+00  1.795e-02 -1.316e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8156.279  231.268
 3.3250 -8.29418e+01  3.070e+01 -1.136e+02 -1.136e+02  0.000e+00  0.000e+00 -3.324e-02 -1.136e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5149.176   57.375
 3.3300 -8.29495e+01  1.953e+01 -1.025e+02 -1.025e+02  0.000e+00  0.000e+00 -2.504e-02 -1.025e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3276.066  -46.866
 3.3350 -8.29530e+01  1.211e+01 -9.507e+01 -9.507e+01  0.000e+00  0.000e+00 -1.789e-02 -9.505e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2031.855 -115.078
 3.3400 -8.29548e+01  7.051e+00 -9.001e+01 -9.001e+01  0.000e+00  0.000e+00 -1.357e-02 -8.999e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1182.737 -161.443
 3.3450 -8.29558e+01  3.625e+00 -8.658e+01 -8.658e+01  0.000e+00  0.000e+00 -1.104e-02 -8.657e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  607.988 -193.022
 3.3500 -8.29563e+01  1.438e+00 -8.439e+01 -8.439e+01  0.000e+00  0.000e+00 -9.607e-03 -8.438e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  241.168 -213.644
 3.3550 -8.29566e+01  2.720e-01 -8.323e+01 -8.323e+01  0.000e+00  0.000e+00 -8.898e-03 -8.322e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   45.624 -225.435
 3.3600 -8.29566e+01  2.093e-02 -8.298e+01 -8.298e+01  0.000e+00  0.000e+00 -8.751e-03 -8.297e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00    3.510 -229.492
 3.3650 -8.29565e+01  6.625e-01 -8.362e+01 -8.362e+01  0.000e+00  0.000e+00 -9.131e-03 -8.361e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  111.133 -226.170
 3.3700 -8.29561e+01  2.254e+00 -8.521e+01 -8.521e+01  0.000e+00  0.000e+00 -1.013e-02 -8.520e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  378.037 -215.180
 3.3750 -8.29554e+01  4.945e+00 -8.790e+01 -8.790e+01  0.000e+00  0.000e+00 -1.198e-02 -8.789e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  829.397 -195.507
 3.3800 -8.29541e+01  9.019e+00 -9.197e+01 -9.197e+01  0.000e+00  0.000e+00 -1.517e-02 -9.196e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1512.929 -165.148
 3.3850 -8.29517e+01  1.499e+01 -9.794e+01 -9.794e+01  0.000e+00  0.000e+00 -2.060e-02 -9.792e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2514.395 -120.486
 3.3900 -8.29469e+01  2.380e+01 -1.068e+02 -1.068e+02  0.000e+00  0.000e+00 -2.904e-02 -1.067e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3993.006  -54.849
 3.3950 -8.29358e+01  3.738e+01 -1.203e+02 -1.203e+02  0.000e+00  0.000e+00 -3.024e-02 -1.203e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 6270.644   45.350
 3.4000 -8.29113e+01  6.007e+01 -1.430e+02 -1.430e+02  0.000e+00  0.000e+00  2.145e-01 -1.432e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 10076.672  217.420
 3.4050 -8.36173e+01  9.379e+01 -1.774e+02 -1.774e+02  0.000e+00  0.000e+00  1.177e+01 -1.892e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 15732.209  870.358
 3.4100 -8.66836e+01  6.537e+01 -1.521e+02 -1.521e+02  0.000e+00  0.000e+00  6.495e+01 -2.170e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 10965.400 1759.570
 3.4150 -8.29798e+01  7.227e+01 -1.552e+02 -1.552e+02  0.000e+00  0.000e+00  8.902e-01 -1.561e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 12122.449  487.969
 3.4200 -8.29936e+01  4.428e+01 -1.273e+02 -1.273e+02  0.000e+00  0.000e+00 -1.013e-02 -1.273e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 7427.370  188.001
 3.4250 -8.30090e+01  2.806e+01 -1.111e+02 -1.111e+02  0.000e+00  0.000e+00 -3.220e-02 -1.110e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 4707.077   32.415
 3.4300 -8.30155e+01  1.780e+01 -1.008e+02 -1.008e+02  0.000e+00  0.000e+00 -2.341e-02 -1.008e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2985.709  -62.995
 3.4350 -8.30186e+01  1.093e+01 -9.395e+01 -9.395e+01  0.000e+00  0.000e+00 -1.688e-02 -9.393e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1833.360 -126.079
 3.4400 -8.30202e+01  6.237e+00 -8.926e+01 -8.926e+01  0.000e+00  0.000e+00 -1.299e-02 -8.924e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1046.231 -169.080
 3.4450 -8.30210e+01  3.084e+00 -8.611e+01 -8.611e+01  0.000e+00  0.000e+00 -1.072e-02 -8.609e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  517.361 -198.226
 3.4500 -8.30215e+01  1.118e+00 -8.414e+01 -8.414e+01  0.000e+00  0.000e+00 -9.449e-03 -8.413e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  187.555 -216.930
 3.4550 -8.30217e+01  1.462e-01 -8.317e+01 -8.317e+01  0.000e+00  0.000e+00 -8.862e-03 -8.316e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   24.530 -227.073
 3.4600 -8.30217e+01  8.082e-02 -8.310e+01 -8.310e+01  0.000e+00  0.000e+00 -8.824e-03 -8.309e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   13.557 -229.588
 3.4650 -8.30216e+01  9.161e-01 -8.394e+01 -8.394e+01  0.000e+00  0.000e+00 -9.325e-03 -8.393e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  153.672 -224.693
 3.4700 -8.30211e+01  2.727e+00 -8.575e+01 -8.575e+01  0.000e+00  0.000e+00 -1.048e-02 -8.574e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  457.442 -211.958
 3.4750 -8.30203e+01  5.688e+00 -8.871e+01 -8.871e+01  0.000e+00  0.000e+00 -1.257e-02 -8.870e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  954.156 -190.184
 3.4800 -8.30189e+01  1.012e+01 -9.314e+01 -9.314e+01  0.000e+00  0.000e+00 -1.617e-02 -9.313e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1698.133 -157.085
 3.4850 -8.30161e+01  1.662e+01 -9.963e+01 -9.963e+01  0.000e+00  0.000e+00 -2.224e-02 -9.961e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2787.228 -108.538
 3.4900 -8.30103e+01  2.627e+01 -1.093e+02 -1.093e+02  0.000e+00  0.000e+00 -3.105e-02 -1.092e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 4405.840  -36.827
 3.4950 -8.29968e+01  4.135e+01 -1.243e+02 -1.243e+02  0.000e+00  0.000e+00 -2.159e-02 -1.243e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 6936.235   74.389
 3.5000 -8.29741e+01  6.709e+01 -1.501e+02 -1.501e+02  0.000e+00  0.000e+00  5.101e-01 -1.506e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 11253.558  277.225
 3.5050 -8.52845e+01  8.714e+01 -1.724e+02 -1.724e+02  0.000e+00  0.000e+00  3.297e+01 -2.054e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 14617.379 1600.111
 3.5100 -8.47003e+01  9.178e+01 -1.765e+02 -1.765e+02  0.000e+00  0.000e+00  2.318e+01 -1.997e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 15395.057 1018.288
 3.5150 -8.31009e+01  6.450e+01 -1.476e+02 -1.476e+02  0.000e+00  0.000e+00  3.844e-01 -1.480e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 10819.433  397.876
 3.5200 -8.31251e+01  3.986e+01 -1.230e+02 -1.230e+02  0.000e+00  0.000e+00 -2.532e-02 -1.230e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 6685.382  144.561
 3.5250 -8.31377e+01  2.531e+01 -1.085e+02 -1.085e+02  0.000e+00  0.000e+00 -3.043e-02 -1.084e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 4246.197    6.407
 3.5300 -8.31432e+01  1.597e+01 -9.911e+01 -9.911e+01  0.000e+00  0.000e+00 -2.173e-02 -9.909e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2678.328  -80.171
 3.5350 -8.31458e+01  9.667e+00 -9.281e+01 -9.281e+01  0.000e+00  0.000e+00 -1.589e-02 -9.280e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1621.509 -137.961
 3.5400 -8.31472e+01  5.368e+00 -8.852e+01 -8.852e+01  0.000e+00  0.000e+00 -1.243e-02 -8.850e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  900.468 -177.399
 3.5450 -8.31480e+01  2.514e+00 -8.566e+01 -8.566e+01  0.000e+00  0.000e+00 -1.042e-02 -8.565e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  421.744 -203.905
 3.5500 -8.31484e+01  7.957e-01 -8.394e+01 -8.394e+01  0.000e+00  0.000e+00 -9.329e-03 -8.393e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  133.478 -220.471
 3.5550 -8.31485e+01  4.769e-02 -8.320e+01 -8.320e+01  0.000e+00  0.000e+00 -8.879e-03 -8.319e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00    7.999 -228.727
 3.5600 -8.31485e+01  2.030e-01 -8.335e+01 -8.335e+01  0.000e+00  0.000e+00 -8.971e-03 -8.334e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   34.049 -229.422
 3.5650 -8.31483e+01  1.275e+00 -8.442e+01 -8.442e+01  0.000e+00  0.000e+00 -9.626e-03 -8.441e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  213.926 -222.618
 3.5700 -8.31477e+01  3.363e+00 -8.651e+01 -8.651e+01  0.000e+00  0.000e+00 -1.099e-02 -8.650e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  564.055 -207.703
 3.5750 -8.31468e+01  6.673e+00 -8.982e+01 -8.982e+01  0.000e+00  0.000e+00 -1.342e-02 -8.981e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1119.266 -183.237
 3.5800 -8.31451e+01  1.158e+01 -9.473e+01 -9.473e+01  0.000e+00  0.000e+00 -1.758e-02 -9.471e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1943.119 -146.541
 3.5850 -8.31417e+01  1.878e+01 -1.019e+02 -1.019e+02  0.000e+00  0.000e+00 -2.450e-02 -1.019e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3150.972  -92.762
 3.5900 -8.31346e+01  2.960e+01 -1.127e+02 -1.127e+02  0.000e+00  0.000e+00 -3.297e-02 -1.127e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 4964.962  -12.606
 3.5950 -8.31173e+01  4.686e+01 -1.300e+02 -1.300e+02  0.000e+00  0.000e+00  5.793e-03 -1.300e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 7860.827  114.877
 3.6000 -8.31229e+01  7.684e+01 -1.600e+02 -1.600e+02  0.000e+00  0.000e+00  1.437e+00 -1.614e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 12889.381  378.049
 3.6050 -8.54875e+01  3.343e+01 -1.189e+02 -1.189e+02  0.000e+00  0.000e+00  1.071e+02 -2.261e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5607.707 3864.116
 3.6100 -8.33968e+01  9.101e+01 -1.744e+02 -1.744e+02  0.000e+00  0.000e+00  6.779e+00 -1.812e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 15266.082  776.571
 3.6150 -8.30676e+01  5.636e+01 -1.394e+02 -1.394e+02  0.000e+00  0.000e+00  1.269e-01 -1.396e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 9454.388  310.214
 3.6200 -8.30907e+01  3.521e+01 -1.183e+02 -1.183e+02  0.000e+00  0.000e+00 -3.231e-02 -1.183e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5906.311   99.936
 3.6250 -8.31007e+01  2.240e+01 -1.055e+02 -1.055e+02  0.000e+00  0.000e+00 -2.792e-02 -1.055e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3757.861  -20.615
 3.6300 -8.31051e+01  1.403e+01 -9.714e+01 -9.714e+01  0.000e+00  0.000e+00 -1.982e-02 -9.712e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2353.438  -97.873
 3.6350 -8.31073e+01  8.348e+00 -9.146e+01 -9.146e+01  0.000e+00  0.000e+00 -1.474e-02 -9.144e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1400.250 -149.946
 3.6400 -8.31085e+01  4.481e+00 -8.759e+01 -8.759e+01  0.000e+00  0.000e+00 -1.175e-02 -8.758e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  751.583 -185.488
 3.6450 -8.31091e+01  1.955e+00 -8.506e+01 -8.506e+01  0.000e+00  0.000e+00 -1.003e-02 -8.505e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  327.896 -209.096
 3.6500 -8.31095e+01  5.070e-01 -8.362e+01 -8.362e+01  0.000e+00  0.000e+00 -9.130e-03 -8.361e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   85.048 -223.321
 3.6550 -8.31096e+01  1.739e-03 -8.311e+01 -8.311e+01  0.000e+00  0.000e+00 -8.829e-03 -8.310e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00    0.292 -229.524
 3.6600 -8.31095e+01  3.941e-01 -8.350e+01 -8.350e+01  0.000e+00  0.000e+00 -9.062e-03 -8.349e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00   66.103 -228.260
 3.6650 -8.31092e+01  1.719e+00 -8.483e+01 -8.483e+01  0.000e+00  0.000e+00 -9.881e-03 -8.482e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  288.305 -219.419
 3.6700 -8.31086e+01  4.099e+00 -8.721e+01 -8.721e+01  0.000e+00  0.000e+00 -1.148e-02 -8.720e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  687.515 -202.195
 3.6750 -8.31075e+01  7.778e+00 -9.089e+01 -9.089e+01  0.000e+00  0.000e+00 -1.427e-02 -9.087e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 1304.651 -174.882
 3.6800 -8.31054e+01  1.320e+01 -9.630e+01 -9.630e+01  0.000e+00  0.000e+00 -1.904e-02 -9.628e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2213.619 -134.360
 3.6850 -8.31014e+01  2.116e+01 -1.043e+02 -1.043e+02  0.000e+00  0.000e+00 -2.676e-02 -1.042e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3549.881  -74.944
 3.6900 -8.30925e+01  3.327e+01 -1.164e+02 -1.164e+02  0.000e+00  0.000e+00 -3.325e-02 -1.163e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5580.424   14.562
 3.6950 -8.30713e+01  5.303e+01 -1.361e+02 -1.361e+02  0.000e+00  0.000e+00  6.926e-02 -1.362e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8894.894  161.561
 3.7000 -8.32133e+01  8.678e+01 -1.700e+02 -1.700e+02  0.000e+00  0.000e+00  3.997e+00 -1.740e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 14557.108  539.120
 3.7050 -7.94656e+01  4.737e+00 -8.420e+01 -8.420e+01  0.000e+00  0.000e+00  1.479e+02 -2.321e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  794.599 4543.335
 3.7100 -8.30013e+01  8.185e+01 -1.648e+02 -1.648e+02  0.000e+00  0.000e+00  2.342e+00 -1.672e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 13728.733  613.800
 3.7150 -8.29538e+01  4.986e+01 -1.328e+02 -1.328e+02  0.000e+00  0.000e+00  2.964e-02 -1.328e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 8363.786  243.655
 3.7200 -8.29729e+01  3.143e+01 -1.144e+02 -1.144e+02  0.000e+00  0.000e+00 -3.337e-02 -1.144e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 5271.635   64.209
 3.7250 -8.29809e+01  2.000e+01 -1.030e+02 -1.030e+02  0.000e+00  0.000e+00 -2.553e-02 -1.030e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00 3354.528  -42.617
 3.7300 -8.29846e+01  1.243e+01 -9.541e+01 -9.541e+01  0.000e+00  0.000e+00 -1.821e-02 -9.539e+01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 2084.324 -112.290
