# energy [kcal/mol] of benzene_2 vs. time [ps] (0.0000 ps of eq)
#
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop     temp    press
 0.9420  3.42374e+01  1.479e+01  1.944e+01  1.499e+00  1.794e+01  0.000e+00 -4.729e-01  1.972e+00  1.196e+01  2.973e+00  3.008e+00  0.000e+00  206.799    5.453
 0.9435  3.42380e+01  1.325e+01  2.099e+01  1.482e+00  1.951e+01  0.000e+00 -4.681e-01  1.950e+00  1.232e+01  3.936e+00  3.255e+00  0.000e+00  185.158    1.169
 0.9450  3.42382e+01  1.335e+01  2.089e+01  1.476e+00  1.942e+01  0.000e+00 -4.680e-01  1.944e+00  1.097e+01  5.077e+00  3.372e+00  0.000e+00  186.545    1.037
 0.9465  3.42373e+01  1.545e+01  1.879e+01  1.486e+00  1.730e+01  0.000e+00 -4.736e-01  1.960e+00  8.017e+00  5.986e+00  3.299e+00  0.000e+00  215.956    6.315
 0.9480  3.42373e+01  1.717e+01  1.707e+01  1.504e+00  1.556e+01  0.000e+00 -4.828e-01  1.987e+00  6.372e+00  6.192e+00  2.999e+00  0.000e+00  240.021   13.186
 0.9495  3.42380e+01  1.844e+01  1.580e+01  1.517e+00  1.428e+01  0.000e+00 -4.916e-01  2.009e+00  6.375e+00  5.411e+00  2.495e+00  0.000e+00  257.759   19.065
 0.9510  3.42374e+01  2.110e+01  1.314e+01  1.512e+00  1.163e+01  0.000e+00 -4.964e-01  2.009e+00  5.669e+00  4.040e+00  1.922e+00  0.000e+00  294.873   24.313
 0.9525  3.42364e+01  2.324e+01  1.100e+01  1.490e+00  9.507e+00  0.000e+00 -4.969e-01  1.987e+00  5.128e+00  2.916e+00  1.463e+00  0.000e+00  324.837   26.971
 0.9540  3.42371e+01  2.206e+01  1.217e+01  1.465e+00  1.071e+01  0.000e+00 -4.960e-01  1.961e+00  6.900e+00  2.574e+00  1.235e+00  0.000e+00  308.409   25.186
 0.9555  3.42379e+01  1.980e+01  1.444e+01  1.451e+00  1.299e+01  0.000e+00 -4.976e-01  1.949e+00  8.595e+00  3.133e+00  1.260e+00  0.000e+00  276.755   23.128
 0.9570  3.42370e+01  1.875e+01  1.549e+01  1.458e+00  1.403e+01  0.000e+00 -5.036e-01  1.961e+00  8.014e+00  4.507e+00  1.510e+00  0.000e+00  262.070   24.660
 0.9585  3.42368e+01  1.633e+01  1.791e+01  1.479e+00  1.643e+01  0.000e+00 -5.125e-01  1.991e+00  8.207e+00  6.274e+00  1.947e+00  0.000e+00  228.266   26.300
 0.9600  3.42385e+01  1.210e+01  2.214e+01  1.500e+00  2.064e+01  0.000e+00 -5.199e-01  2.020e+00  1.062e+01  7.532e+00  2.487e+00  0.000e+00  169.075   24.979
 0.9615  3.42389e+01  1.097e+01  2.327e+01  1.507e+00  2.176e+01  0.000e+00 -5.214e-01  2.028e+00  1.131e+01  7.483e+00  2.975e+00  0.000e+00  153.304   24.032
 0.9630  3.42372e+01  1.414e+01  2.010e+01  1.493e+00  1.861e+01  0.000e+00 -5.157e-01  2.009e+00  9.079e+00  6.263e+00  3.263e+00  0.000e+00  197.637   24.808
 0.9645  3.42369e+01  1.691e+01  1.732e+01  1.472e+00  1.585e+01  0.000e+00 -5.058e-01  1.977e+00  7.855e+00  4.682e+00  3.313e+00  0.000e+00  236.442   23.530
 0.9660  3.42380e+01  1.826e+01  1.597e+01  1.458e+00  1.452e+01  0.000e+00 -4.966e-01  1.955e+00  7.964e+00  3.383e+00  3.169e+00  0.000e+00  255.299   20.874
 0.9675  3.42374e+01  2.110e+01  1.314e+01  1.463e+00  1.168e+01  0.000e+00 -4.917e-01  1.955e+00  6.061e+00  2.727e+00  2.888e+00  0.000e+00  294.919   21.869
 0.9690  3.42361e+01  2.345e+01  1.079e+01  1.485e+00  9.303e+00  0.000e+00 -4.911e-01  1.976e+00  3.760e+00  3.011e+00  2.532e+00  0.000e+00  327.758   24.784
 0.9705  3.42371e+01  2.143e+01  1.281e+01  1.512e+00  1.130e+01  0.000e+00 -4.917e-01  2.004e+00  4.869e+00  4.235e+00  2.194e+00  0.000e+00  299.506   23.435
 0.9720  3.42384e+01  1.775e+01  1.648e+01  1.528e+00  1.496e+01  0.000e+00 -4.897e-01  2.017e+00  7.203e+00  5.748e+00  2.006e+00  0.000e+00  248.178   18.394
 0.9735  3.42376e+01  1.644e+01  1.780e+01  1.524e+00  1.627e+01  0.000e+00 -4.831e-01  2.007e+00  7.564e+00  6.649e+00  2.059e+00  0.000e+00  229.837   13.546
 0.9750  3.42369e+01  1.535e+01  1.888e+01  1.506e+00  1.738e+01  0.000e+00 -4.739e-01  1.980e+00  8.461e+00  6.610e+00  2.305e+00  0.000e+00  214.629    7.790
 0.9765  3.42382e+01  1.278e+01  2.146e+01  1.489e+00  1.997e+01  0.000e+00 -4.662e-01  1.955e+00  1.149e+01  5.867e+00  2.613e+00  0.000e+00  178.656    1.021
 0.9780  3.42386e+01  1.240e+01  2.184e+01  1.485e+00  2.035e+01  0.000e+00 -4.636e-01  1.948e+00  1.271e+01  4.766e+00  2.877e+00  0.000e+00  173.351   -0.888
 0.9795  3.42372e+01  1.533e+01  1.891e+01  1.496e+00  1.741e+01  0.000e+00 -4.670e-01  1.963e+00  1.070e+01  3.679e+00  3.038e+00  0.000e+00  214.269    4.208
 0.9810  3.42370e+01  1.749e+01  1.675e+01  1.514e+00  1.524e+01  0.000e+00 -4.741e-01  1.988e+00  9.129e+00  3.035e+00  3.071e+00  0.000e+00  244.454   10.517
 0.9825  3.42380e+01  1.806e+01  1.617e+01  1.525e+00  1.465e+01  0.000e+00 -4.808e-01  2.006e+00  8.572e+00  3.088e+00  2.987e+00  0.000e+00  252.517   14.517
 0.9840  3.42375e+01  1.976e+01  1.448e+01  1.520e+00  1.296e+01  0.000e+00 -4.838e-01  2.004e+00  6.499e+00  3.625e+00  2.832e+00  0.000e+00  276.240   17.757
 0.9855  3.42365e+01  2.118e+01  1.306e+01  1.499e+00  1.156e+01  0.000e+00 -4.835e-01  1.983e+00  4.723e+00  4.177e+00  2.660e+00  0.000e+00  296.013   19.208
 0.9870  3.42374e+01  1.951e+01  1.473e+01  1.477e+00  1.325e+01  0.000e+00 -4.831e-01  1.960e+00  6.317e+00  4.436e+00  2.502e+00  0.000e+00  272.664   17.151
 0.9885  3.42384e+01  1.729e+01  1.694e+01  1.465e+00  1.548e+01  0.000e+00 -4.862e-01  1.951e+00  8.756e+00  4.366e+00  2.357e+00  0.000e+00  241.749   15.912
 0.9900  3.42375e+01  1.743e+01  1.681e+01  1.471e+00  1.534e+01  0.000e+00 -4.939e-01  1.965e+00  8.981e+00  4.139e+00  2.219e+00  0.000e+00  243.606   19.647
 0.9915  3.42370e+01  1.758e+01  1.665e+01  1.488e+00  1.517e+01  0.000e+00 -5.044e-01  1.993e+00  9.060e+00  4.022e+00  2.083e+00  0.000e+00  245.790   24.923
 0.9930  3.42380e+01  1.630e+01  1.794e+01  1.503e+00  1.644e+01  0.000e+00 -5.129e-01  2.016e+00  1.029e+01  4.198e+00  1.946e+00  0.000e+00  227.794   27.608
 0.9945  3.42380e+01  1.616e+01  1.808e+01  1.503e+00  1.658e+01  0.000e+00 -5.158e-01  2.018e+00  1.018e+01  4.598e+00  1.803e+00  0.000e+00  225.875   28.703
 0.9960  3.42369e+01  1.720e+01  1.704e+01  1.486e+00  1.556e+01  0.000e+00 -5.125e-01  1.999e+00  8.974e+00  4.909e+00  1.672e+00  0.000e+00  240.366   28.368
 0.9975  3.42374e+01  1.658e+01  1.766e+01  1.465e+00  1.619e+01  0.000e+00 -5.061e-01  1.971e+00  9.781e+00  4.820e+00  1.592e+00  0.000e+00  231.745   24.838
 0.9990  3.42385e+01  1.565e+01  1.859e+01  1.455e+00  1.714e+01  0.000e+00 -5.009e-01  1.956e+00  1.128e+01  4.254e+00  1.599e+00  0.000e+00  218.723   21.291
