# energy [kcal/mol] of benzene_2 vs. time [ps] (0.0000 ps of eq)
#
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop     temp    press
 0.7350  3.42380e+01  1.761e+01  1.663e+01  1.431e+00  1.520e+01  0.000e+00 -5.346e-01  1.966e+00  5.589e+00  7.982e+00  1.625e+00  0.000e+00  246.162   21.305
 0.7365  3.42369e+01  1.903e+01  1.521e+01  1.404e+00  1.381e+01  0.000e+00 -5.326e-01  1.936e+00  5.145e+00  7.484e+00  1.177e+00  0.000e+00  265.964   22.162
 0.7380  3.42374e+01  1.859e+01  1.565e+01  1.382e+00  1.427e+01  0.000e+00 -5.312e-01  1.913e+00  7.119e+00  6.265e+00  8.856e-01  0.000e+00  259.803   21.518
 0.7395  3.42383e+01  1.773e+01  1.650e+01  1.378e+00  1.513e+01  0.000e+00 -5.341e-01  1.912e+00  9.525e+00  4.760e+00  8.407e-01  0.000e+00  247.898   22.260
 0.7410  3.42374e+01  1.899e+01  1.525e+01  1.395e+00  1.386e+01  0.000e+00 -5.412e-01  1.936e+00  9.311e+00  3.477e+00  1.067e+00  0.000e+00  265.405   27.347
 0.7425  3.42365e+01  1.949e+01  1.474e+01  1.419e+00  1.332e+01  0.000e+00 -5.491e-01  1.968e+00  8.847e+00  2.965e+00  1.513e+00  0.000e+00  272.484   32.100
 0.7440  3.42377e+01  1.678e+01  1.746e+01  1.433e+00  1.602e+01  0.000e+00 -5.531e-01  1.986e+00  1.042e+01  3.554e+00  2.051e+00  0.000e+00  234.584   31.097
 0.7455  3.42385e+01  1.426e+01  1.998e+01  1.429e+00  1.855e+01  0.000e+00 -5.502e-01  1.979e+00  1.103e+01  4.988e+00  2.531e+00  0.000e+00  199.362   26.657
 0.7470  3.42376e+01  1.440e+01  1.983e+01  1.410e+00  1.842e+01  0.000e+00 -5.416e-01  1.952e+00  9.152e+00  6.435e+00  2.838e+00  0.000e+00  201.325   22.632
 0.7485  3.42375e+01  1.495e+01  1.929e+01  1.393e+00  1.790e+01  0.000e+00 -5.319e-01  1.925e+00  7.956e+00  7.014e+00  2.928e+00  0.000e+00  208.923   18.808
 0.7500  3.42384e+01  1.559e+01  1.865e+01  1.391e+00  1.726e+01  0.000e+00 -5.254e-01  1.917e+00  8.079e+00  6.357e+00  2.826e+00  0.000e+00  217.855   16.586
 0.7515  3.42378e+01  1.861e+01  1.563e+01  1.407e+00  1.422e+01  0.000e+00 -5.234e-01  1.931e+00  6.810e+00  4.809e+00  2.600e+00  0.000e+00  260.150   19.185
 0.7530  3.42364e+01  2.206e+01  1.218e+01  1.432e+00  1.074e+01  0.000e+00 -5.236e-01  1.956e+00  5.160e+00  3.242e+00  2.341e+00  0.000e+00  308.381   23.617
 0.7545  3.42369e+01  2.198e+01  1.226e+01  1.450e+00  1.081e+01  0.000e+00 -5.220e-01  1.972e+00  6.176e+00  2.496e+00  2.137e+00  0.000e+00  307.212   23.294
 0.7560  3.42380e+01  1.966e+01  1.457e+01  1.449e+00  1.312e+01  0.000e+00 -5.163e-01  1.965e+00  8.289e+00  2.791e+00  2.045e+00  0.000e+00  274.876   18.000
 0.7575  3.42375e+01  1.822e+01  1.602e+01  1.432e+00  1.459e+01  0.000e+00 -5.072e-01  1.939e+00  8.844e+00  3.664e+00  2.078e+00  0.000e+00  254.680   11.840
 0.7590  3.42371e+01  1.657e+01  1.767e+01  1.414e+00  1.625e+01  0.000e+00 -4.987e-01  1.913e+00  9.550e+00  4.501e+00  2.203e+00  0.000e+00  231.608    5.841
 0.7605  3.42381e+01  1.383e+01  2.041e+01  1.409e+00  1.900e+01  0.000e+00 -4.947e-01  1.904e+00  1.167e+01  4.976e+00  2.353e+00  0.000e+00  193.305    0.899
 0.7620  3.42384e+01  1.278e+01  2.146e+01  1.422e+00  2.004e+01  0.000e+00 -4.967e-01  1.919e+00  1.254e+01  5.042e+00  2.457e+00  0.000e+00  178.600    0.830
 0.7635  3.42374e+01  1.415e+01  2.009e+01  1.445e+00  1.864e+01  0.000e+00 -5.029e-01  1.948e+00  1.136e+01  4.826e+00  2.456e+00  0.000e+00  197.805    5.778
 0.7650  3.42374e+01  1.518e+01  1.906e+01  1.463e+00  1.760e+01  0.000e+00 -5.094e-01  1.972e+00  1.067e+01  4.583e+00  2.344e+00  0.000e+00  212.186   10.552
 0.7665  3.42382e+01  1.580e+01  1.844e+01  1.462e+00  1.698e+01  0.000e+00 -5.128e-01  1.975e+00  1.029e+01  4.523e+00  2.160e+00  0.000e+00  220.865   12.985
 0.7680  3.42378e+01  1.825e+01  1.599e+01  1.443e+00  1.455e+01  0.000e+00 -5.125e-01  1.955e+00  7.974e+00  4.608e+00  1.964e+00  0.000e+00  255.080   15.439
 0.7695  3.42368e+01  2.116e+01  1.308e+01  1.417e+00  1.166e+01  0.000e+00 -5.113e-01  1.928e+00  5.198e+00  4.658e+00  1.804e+00  0.000e+00  295.777   18.149
 0.7710  3.42372e+01  2.176e+01  1.248e+01  1.401e+00  1.108e+01  0.000e+00 -5.129e-01  1.913e+00  4.768e+00  4.602e+00  1.706e+00  0.000e+00  304.173   19.848
 0.7725  3.42378e+01  2.105e+01  1.319e+01  1.403e+00  1.179e+01  0.000e+00 -5.194e-01  1.922e+00  5.624e+00  4.491e+00  1.671e+00  0.000e+00  294.235   22.387
 0.7740  3.42373e+01  2.063e+01  1.360e+01  1.420e+00  1.218e+01  0.000e+00 -5.294e-01  1.949e+00  6.082e+00  4.421e+00  1.680e+00  0.000e+00  288.429   26.941
 0.7755  3.42372e+01  1.914e+01  1.510e+01  1.438e+00  1.366e+01  0.000e+00 -5.390e-01  1.977e+00  7.386e+00  4.573e+00  1.706e+00  0.000e+00  267.479   29.995
 0.7770  3.42380e+01  1.621e+01  1.803e+01  1.441e+00  1.659e+01  0.000e+00 -5.438e-01  1.985e+00  9.763e+00  5.109e+00  1.720e+00  0.000e+00  226.524   28.884
 0.7785  3.42383e+01  1.440e+01  1.984e+01  1.427e+00  1.841e+01  0.000e+00 -5.423e-01  1.969e+00  1.080e+01  5.888e+00  1.720e+00  0.000e+00  201.303   25.792
 0.7800  3.42376e+01  1.455e+01  1.968e+01  1.403e+00  1.828e+01  0.000e+00 -5.367e-01  1.940e+00  9.999e+00  6.555e+00  1.726e+00  0.000e+00  203.441   23.105
 0.7815  3.42376e+01  1.493e+01  1.930e+01  1.388e+00  1.792e+01  0.000e+00 -5.313e-01  1.920e+00  9.261e+00  6.890e+00  1.765e+00  0.000e+00  208.750   21.044
 0.7830  3.42380e+01  1.541e+01  1.883e+01  1.392e+00  1.744e+01  0.000e+00 -5.292e-01  1.921e+00  8.826e+00  6.747e+00  1.868e+00  0.000e+00  215.339   20.774
 0.7845  3.42378e+01  1.721e+01  1.702e+01  1.413e+00  1.561e+01  0.000e+00 -5.301e-01  1.944e+00  7.619e+00  5.937e+00  2.054e+00  0.000e+00  240.634   23.572
 0.7860  3.42373e+01  1.965e+01  1.459e+01  1.439e+00  1.315e+01  0.000e+00 -5.309e-01  1.970e+00  6.281e+00  4.566e+00  2.306e+00  0.000e+00  274.615   27.142
 0.7875  3.42373e+01  2.106e+01  1.317e+01  1.452e+00  1.172e+01  0.000e+00 -5.280e-01  1.980e+00  5.829e+00  3.323e+00  2.568e+00  0.000e+00  294.445   27.683
 0.7890  3.42374e+01  2.137e+01  1.287e+01  1.447e+00  1.142e+01  0.000e+00 -5.199e-01  1.967e+00  5.678e+00  2.963e+00  2.778e+00  0.000e+00  298.725   24.251
 0.7905  3.42371e+01  2.079e+01  1.345e+01  1.430e+00  1.202e+01  0.000e+00 -5.088e-01  1.939e+00  5.497e+00  3.620e+00  2.900e+00  0.000e+00  290.599   18.253
 0.7920  3.42372e+01  1.882e+01  1.541e+01  1.418e+00  1.400e+01  0.000e+00 -4.992e-01  1.918e+00  6.177e+00  4.905e+00  2.914e+00  0.000e+00  263.112   11.414
 0.7935  3.42377e+01  1.583e+01  1.841e+01  1.422e+00  1.699e+01  0.000e+00 -4.946e-01  1.917e+00  7.889e+00  6.293e+00  2.805e+00  0.000e+00  221.254    5.950
 0.7950  3.42380e+01  1.331e+01  2.093e+01  1.441e+00  1.949e+01  0.000e+00 -4.955e-01  1.937e+00  9.707e+00  7.197e+00  2.583e+00  0.000e+00  186.052    3.815
 0.7965  3.42381e+01  1.231e+01  2.193e+01  1.465e+00  2.046e+01  0.000e+00 -4.993e-01  1.965e+00  1.109e+01  7.049e+00  2.321e+00  0.000e+00  172.107    4.781
 0.7980  3.42380e+01  1.310e+01  2.114e+01  1.478e+00  1.966e+01  0.000e+00 -5.019e-01  1.980e+00  1.173e+01  5.778e+00  2.153e+00  0.000e+00  183.155    7.038
 0.7995  3.42376e+01  1.540e+01  1.884e+01  1.470e+00  1.736e+01  0.000e+00 -5.009e-01  1.971e+00  1.109e+01  4.110e+00  2.162e+00  0.000e+00  215.302    9.073
 0.8010  3.42372e+01  1.793e+01  1.631e+01  1.447e+00  1.486e+01  0.000e+00 -4.972e-01  1.945e+00  9.601e+00  2.936e+00  2.327e+00  0.000e+00  250.571   10.056
 0.8025  3.42372e+01  1.943e+01  1.481e+01  1.425e+00  1.339e+01  0.000e+00 -4.944e-01  1.920e+00  8.190e+00  2.628e+00  2.568e+00  0.000e+00  271.540   10.491
 0.8040  3.42374e+01  2.007e+01  1.417e+01  1.418e+00  1.275e+01  0.000e+00 -4.964e-01  1.915e+00  6.868e+00  3.066e+00  2.815e+00  0.000e+00  280.533   12.443
 0.8055  3.42372e+01  2.015e+01  1.409e+01  1.430e+00  1.266e+01  0.000e+00 -5.044e-01  1.935e+00  5.704e+00  3.950e+00  3.004e+00  0.000e+00  281.647   16.803
 0.8070  3.42373e+01  1.911e+01  1.513e+01  1.453e+00  1.367e+01  0.000e+00 -5.159e-01  1.969e+00  5.691e+00  4.919e+00  3.065e+00  0.000e+00  267.122   21.548
 0.8085  3.42379e+01  1.737e+01  1.687e+01  1.469e+00  1.540e+01  0.000e+00 -5.259e-01  1.995e+00  6.898e+00  5.576e+00  2.928e+00  0.000e+00  242.763   24.558
 0.8100  3.42379e+01  1.654e+01  1.770e+01  1.466e+00  1.623e+01  0.000e+00 -5.303e-01  1.996e+00  7.972e+00  5.679e+00  2.583e+00  0.000e+00  231.167   25.750
 0.8115  3.42374e+01  1.670e+01  1.754e+01  1.444e+00  1.609e+01  0.000e+00 -5.287e-01  1.973e+00  8.705e+00  5.277e+00  2.111e+00  0.000e+00  233.447   25.283
 0.8130  3.42375e+01  1.652e+01  1.772e+01  1.417e+00  1.630e+01  0.000e+00 -5.245e-01  1.942e+00  1.015e+01  4.527e+00  1.626e+00  0.000e+00  230.897   23.316
 0.8145  3.42380e+01  1.636e+01  1.787e+01  1.404e+00  1.647e+01  0.000e+00 -5.222e-01  1.926e+00  1.164e+01  3.600e+00  1.225e+00  0.000e+00  228.749   22.276
 0.8160  3.42377e+01  1.757e+01  1.666e+01  1.411e+00  1.525e+01  0.000e+00 -5.243e-01  1.936e+00  1.145e+01  2.821e+00  9.794e-01  0.000e+00  245.655   24.819
 0.8175  3.42371e+01  1.921e+01  1.503e+01  1.435e+00  1.359e+01  0.000e+00 -5.290e-01  1.964e+00  1.000e+01  2.644e+00  9.506e-01  0.000e+00  268.506   29.298
 0.8190  3.42373e+01  1.945e+01  1.479e+01  1.459e+00  1.333e+01  0.000e+00 -5.322e-01  1.991e+00  8.845e+00  3.311e+00  1.177e+00  0.000e+00  271.810   31.484
 0.8205  3.42377e+01  1.867e+01  1.556e+01  1.468e+00  1.410e+01  0.000e+00 -5.299e-01  1.998e+00  7.938e+00  4.537e+00  1.621e+00  0.000e+00  261.020   29.709
 0.8220  3.42375e+01  1.801e+01  1.623e+01  1.458e+00  1.477e+01  0.000e+00 -5.214e-01  1.980e+00  6.908e+00  5.701e+00  2.158e+00  0.000e+00  251.780   24.939
 0.8235  3.42375e+01  1.717e+01  1.707e+01  1.439e+00  1.563e+01  0.000e+00 -5.099e-01  1.949e+00  6.665e+00  6.325e+00  2.643e+00  0.000e+00  239.942   18.471
 0.8250  3.42380e+01  1.624e+01  1.799e+01  1.428e+00  1.656e+01  0.000e+00 -5.004e-01  1.928e+00  7.345e+00  6.239e+00  2.981e+00  0.000e+00  227.077   12.749
 0.8265  3.42380e+01  1.665e+01  1.758e+01  1.434e+00  1.615e+01  0.000e+00 -4.959e-01  1.930e+00  7.484e+00  5.531e+00  3.134e+00  0.000e+00  232.793   11.012
 0.8280  3.42373e+01  1.833e+01  1.591e+01  1.456e+00  1.445e+01  0.000e+00 -4.961e-01  1.953e+00  6.862e+00  4.483e+00  3.109e+00  0.000e+00  256.180   13.231
 0.8295  3.42371e+01  1.932e+01  1.492e+01  1.481e+00  1.344e+01  0.000e+00 -4.977e-01  1.979e+00  6.923e+00  3.558e+00  2.960e+00  0.000e+00  270.000   15.514
 0.8310  3.42374e+01  1.877e+01  1.547e+01  1.492e+00  1.398e+01  0.000e+00 -4.970e-01  1.989e+00  7.976e+00  3.218e+00  2.785e+00  0.000e+00  262.340   14.745
 0.8325  3.42374e+01  1.731e+01  1.693e+01  1.482e+00  1.545e+01  0.000e+00 -4.926e-01  1.975e+00  9.209e+00  3.561e+00  2.676e+00  0.000e+00  241.948   10.824
 0.8340  3.42376e+01  1.538e+01  1.886e+01  1.461e+00  1.740e+01  0.000e+00 -4.866e-01  1.947e+00  1.045e+01  4.275e+00  2.668e+00  0.000e+00  214.991    5.366
 0.8355  3.42381e+01  1.384e+01  2.039e+01  1.443e+00  1.895e+01  0.000e+00 -4.829e-01  1.926e+00  1.120e+01  5.011e+00  2.743e+00  0.000e+00  193.523    1.479
 0.8370  3.42380e+01  1.417e+01  2.007e+01  1.441e+00  1.862e+01  0.000e+00 -4.847e-01  1.926e+00  1.014e+01  5.620e+00  2.862e+00  0.000e+00  198.100    2.591
 0.8385  3.42375e+01  1.615e+01  1.808e+01  1.457e+00  1.663e+01  0.000e+00 -4.921e-01  1.949e+00  7.629e+00  6.015e+00  2.982e+00  0.000e+00  225.810    8.683
 0.8400  3.42373e+01  1.796e+01  1.628e+01  1.477e+00  1.480e+01  0.000e+00 -5.023e-01  1.980e+00  5.704e+00  6.049e+00  3.048e+00  0.000e+00  251.034   15.971
 0.8415  3.42375e+01  1.897e+01  1.527e+01  1.487e+00  1.378e+01  0.000e+00 -5.106e-01  1.998e+00  5.071e+00  5.699e+00  3.009e+00  0.000e+00  265.191   21.251
 0.8430  3.42374e+01  1.969e+01  1.455e+01  1.476e+00  1.307e+01  0.000e+00 -5.141e-01  1.990e+00  5.024e+00  5.186e+00  2.864e+00  0.000e+00  275.206   23.672
 0.8445  3.42373e+01  1.969e+01  1.455e+01  1.450e+00  1.310e+01  0.000e+00 -5.133e-01  1.963e+00  5.722e+00  4.712e+00  2.666e+00  0.000e+00  275.207   23.285
 0.8460  3.42377e+01  1.885e+01  1.539e+01  1.425e+00  1.397e+01  0.000e+00 -5.118e-01  1.937e+00  7.149e+00  4.338e+00  2.479e+00  0.000e+00  263.436   21.729
 0.8475  3.42378e+01  1.846e+01  1.578e+01  1.417e+00  1.436e+01  0.000e+00 -5.136e-01  1.930e+00  7.882e+00  4.138e+00  2.341e+00  0.000e+00  258.042   22.300
 0.8490  3.42372e+01  1.860e+01  1.564e+01  1.429e+00  1.421e+01  0.000e+00 -5.197e-01  1.949e+00  7.657e+00  4.291e+00  2.258e+00  0.000e+00  260.025   25.718
 0.8505  3.42372e+01  1.743e+01  1.680e+01  1.454e+00  1.535e+01  0.000e+00 -5.278e-01  1.982e+00  8.240e+00  4.886e+00  2.224e+00  0.000e+00  243.693   28.602
 0.8520  3.42380e+01  1.494e+01  1.929e+01  1.474e+00  1.782e+01  0.000e+00 -5.330e-01  2.007e+00  9.916e+00  5.679e+00  2.225e+00  0.000e+00  208.893   28.437
 0.8535  3.42382e+01  1.360e+01  2.064e+01  1.475e+00  1.916e+01  0.000e+00 -5.319e-01  2.007e+00  1.059e+01  6.342e+00  2.232e+00  0.000e+00  190.111   26.301
 0.8550  3.42377e+01  1.421e+01  2.002e+01  1.460e+00  1.856e+01  0.000e+00 -5.245e-01  1.985e+00  9.632e+00  6.722e+00  2.208e+00  0.000e+00  198.698   23.461
 0.8565  3.42377e+01  1.545e+01  1.879e+01  1.441e+00  1.734e+01  0.000e+00 -5.147e-01  1.956e+00  8.483e+00  6.716e+00  2.146e+00  0.000e+00  215.996   20.260
 0.8580  3.42380e+01  1.732e+01  1.692e+01  1.433e+00  1.548e+01  0.000e+00 -5.069e-01  1.940e+00  7.205e+00  6.213e+00  2.067e+00  0.000e+00  242.106   18.791
 0.8595  3.42373e+01  2.030e+01  1.394e+01  1.444e+00  1.250e+01  0.000e+00 -5.036e-01  1.947e+00  5.207e+00  5.280e+00  2.010e+00  0.000e+00  283.720   20.849
 0.8610  3.42367e+01  2.234e+01  1.189e+01  1.467e+00  1.042e+01  0.000e+00 -5.036e-01  1.971e+00  4.131e+00  4.268e+00  2.026e+00  0.000e+00  312.340   23.680
 0.8625  3.42373e+01  2.161e+01  1.262e+01  1.490e+00  1.113e+01  0.000e+00 -5.033e-01  1.993e+00  5.443e+00  3.533e+00  2.156e+00  0.000e+00  302.140   23.163
 0.8640  3.42379e+01  1.984e+01  1.439e+01  1.497e+00  1.290e+01  0.000e+00 -4.994e-01  1.996e+00  7.304e+00  3.195e+00  2.398e+00  0.000e+00  277.373   19.351
 0.8655  3.42374e+01  1.884e+01  1.540e+01  1.486e+00  1.391e+01  0.000e+00 -4.913e-01  1.977e+00  7.961e+00  3.258e+00  2.691e+00  0.000e+00  263.372   14.256
 0.8670  3.42371e+01  1.725e+01  1.699e+01  1.467e+00  1.552e+01  0.000e+00 -4.823e-01  1.949e+00  8.920e+00  3.663e+00  2.936e+00  0.000e+00  241.140    8.026
 0.8685  3.42379e+01  1.441e+01  1.983e+01  1.454e+00  1.838e+01  0.000e+00 -4.766e-01  1.931e+00  1.110e+01  4.226e+00  3.056e+00  0.000e+00  201.369    1.935
 0.8700  3.42383e+01  1.262e+01  2.162e+01  1.457e+00  2.016e+01  0.000e+00 -4.768e-01  1.934e+00  1.243e+01  4.713e+00  3.017e+00  0.000e+00  176.444   -0.079
 0.8715  3.42378e+01  1.299e+01  2.125e+01  1.474e+00  1.978e+01  0.000e+00 -4.822e-01  1.956e+00  1.195e+01  5.002e+00  2.825e+00  0.000e+00  181.528    3.115
 0.8730  3.42378e+01  1.416e+01  2.007e+01  1.492e+00  1.858e+01  0.000e+00 -4.894e-01  1.982e+00  1.100e+01  5.047e+00  2.530e+00  0.000e+00  197.989    8.242
 0.8745  3.42382e+01  1.631e+01  1.792e+01  1.498e+00  1.643e+01  0.000e+00 -4.945e-01  1.992e+00  9.486e+00  4.716e+00  2.225e+00  0.000e+00  228.044   13.206
 0.8760  3.42375e+01  2.032e+01  1.392e+01  1.484e+00  1.243e+01  0.000e+00 -4.956e-01  1.979e+00  6.482e+00  3.923e+00  2.030e+00  0.000e+00  284.025   18.182
 0.8775  3.42365e+01  2.377e+01  1.047e+01  1.458e+00  9.011e+00  0.000e+00 -4.942e-01  1.953e+00  4.041e+00  2.939e+00  2.031e+00  0.000e+00  332.220   21.546
 0.8790  3.42368e+01  2.359e+01  1.064e+01  1.437e+00  9.206e+00  0.000e+00 -4.943e-01  1.931e+00  4.630e+00  2.338e+00  2.239e+00  0.000e+00  329.795   21.633
 0.8805  3.42376e+01  2.081e+01  1.343e+01  1.433e+00  1.199e+01  0.000e+00 -4.990e-01  1.932e+00  6.836e+00  2.561e+00  2.598e+00  0.000e+00  290.890   20.866
 0.8820  3.42375e+01  1.781e+01  1.643e+01  1.447e+00  1.498e+01  0.000e+00 -5.083e-01  1.955e+00  8.358e+00  3.603e+00  3.020e+00  0.000e+00  248.954   22.046
 0.8835  3.42376e+01  1.467e+01  1.957e+01  1.469e+00  1.810e+01  0.000e+00 -5.190e-01  1.988e+00  9.641e+00  5.058e+00  3.401e+00  0.000e+00  205.048   23.729
 0.8850  3.42384e+01  1.187e+01  2.237e+01  1.483e+00  2.089e+01  0.000e+00 -5.264e-01  2.010e+00  1.093e+01  6.332e+00  3.629e+00  0.000e+00  165.912   24.001
 0.8865  3.42383e+01  1.163e+01  2.261e+01  1.479e+00  2.113e+01  0.000e+00 -5.272e-01  2.006e+00  1.064e+01  6.860e+00  3.623e+00  0.000e+00  162.597   23.912
 0.8880  3.42375e+01  1.384e+01  2.039e+01  1.458e+00  1.894e+01  0.000e+00 -5.221e-01  1.980e+00  9.214e+00  6.349e+00  3.373e+00  0.000e+00  193.498   23.974
 0.8895  3.42374e+01  1.594e+01  1.830e+01  1.437e+00  1.686e+01  0.000e+00 -5.151e-01  1.952e+00  8.915e+00  5.003e+00  2.946e+00  0.000e+00  222.769   23.191
 0.8910  3.42379e+01  1.756e+01  1.668e+01  1.429e+00  1.525e+01  0.000e+00 -5.102e-01  1.939e+00  9.316e+00  3.483e+00  2.451e+00  0.000e+00  245.440   22.950
 0.8925  3.42375e+01  1.997e+01  1.426e+01  1.441e+00  1.282e+01  0.000e+00 -5.093e-01  1.950e+00  8.282e+00  2.531e+00  2.011e+00  0.000e+00  279.183   25.505
 0.8940  3.42369e+01  2.207e+01  1.217e+01  1.465e+00  1.070e+01  0.000e+00 -5.105e-01  1.976e+00  6.359e+00  2.596e+00  1.748e+00  0.000e+00  308.488   28.872
 0.8955  3.42372e+01  2.208e+01  1.216e+01  1.488e+00  1.067e+01  0.000e+00 -5.100e-01  1.998e+00  5.249e+00  3.675e+00  1.747e+00  0.000e+00  308.612   29.041
 0.8970  3.42376e+01  2.078e+01  1.345e+01  1.495e+00  1.196e+01  0.000e+00 -5.050e-01  2.000e+00  4.587e+00  5.366e+00  2.007e+00  0.000e+00  290.509   25.270
 0.8985  3.42373e+01  1.918e+01  1.506e+01  1.486e+00  1.357e+01  0.000e+00 -4.957e-01  1.982e+00  4.157e+00  6.991e+00  2.422e+00  0.000e+00  268.108   18.907
 0.9000  3.42375e+01  1.676e+01  1.748e+01  1.473e+00  1.601e+01  0.000e+00 -4.855e-01  1.958e+00  5.329e+00  7.833e+00  2.846e+00  0.000e+00  234.233   11.114
 0.9015  3.42383e+01  1.440e+01  1.983e+01  1.468e+00  1.837e+01  0.000e+00 -4.782e-01  1.946e+00  7.714e+00  7.490e+00  3.162e+00  0.000e+00  201.352    4.867
 0.9030  3.42381e+01  1.425e+01  1.999e+01  1.477e+00  1.851e+01  0.000e+00 -4.761e-01  1.953e+00  9.093e+00  6.107e+00  3.310e+00  0.000e+00  199.202    3.761
 0.9045  3.42373e+01  1.576e+01  1.847e+01  1.497e+00  1.698e+01  0.000e+00 -4.781e-01  1.975e+00  9.353e+00  4.345e+00  3.278e+00  0.000e+00  220.360    6.890
 0.9060  3.42374e+01  1.672e+01  1.751e+01  1.514e+00  1.600e+01  0.000e+00 -4.813e-01  1.995e+00  9.828e+00  3.075e+00  3.098e+00  0.000e+00  233.755    9.941
 0.9075  3.42377e+01  1.706e+01  1.718e+01  1.517e+00  1.567e+01  0.000e+00 -4.825e-01  1.999e+00  9.907e+00  2.914e+00  2.844e+00  0.000e+00  238.407   10.977
 0.9090  3.42374e+01  1.757e+01  1.667e+01  1.503e+00  1.517e+01  0.000e+00 -4.809e-01  1.984e+00  8.691e+00  3.874e+00  2.603e+00  0.000e+00  245.545   10.620
 0.9105  3.42373e+01  1.751e+01  1.672e+01  1.483e+00  1.524e+01  0.000e+00 -4.787e-01  1.962e+00  7.427e+00  5.379e+00  2.433e+00  0.000e+00  244.829    9.350
 0.9120  3.42379e+01  1.690e+01  1.734e+01  1.470e+00  1.587e+01  0.000e+00 -4.793e-01  1.949e+00  6.876e+00  6.647e+00  2.343e+00  0.000e+00  236.267    8.890
 0.9135  3.42379e+01  1.742e+01  1.681e+01  1.471e+00  1.534e+01  0.000e+00 -4.850e-01  1.956e+00  5.941e+00  7.096e+00  2.306e+00  0.000e+00  243.550   12.215
 0.9150  3.42372e+01  1.902e+01  1.522e+01  1.484e+00  1.373e+01  0.000e+00 -4.948e-01  1.979e+00  4.846e+00  6.596e+00  2.291e+00  0.000e+00  265.883   18.932
 0.9165  3.42372e+01  1.968e+01  1.456e+01  1.497e+00  1.306e+01  0.000e+00 -5.053e-01  2.002e+00  5.280e+00  5.506e+00  2.278e+00  0.000e+00  275.052   24.890
 0.9180  3.42376e+01  1.910e+01  1.514e+01  1.498e+00  1.364e+01  0.000e+00 -5.123e-01  2.010e+00  6.893e+00  4.484e+00  2.266e+00  0.000e+00  266.929   27.558
 0.9195  3.42375e+01  1.837e+01  1.587e+01  1.482e+00  1.439e+01  0.000e+00 -5.139e-01  1.996e+00  8.040e+00  4.082e+00  2.263e+00  0.000e+00  256.781   27.390
 0.9210  3.42374e+01  1.727e+01  1.697e+01  1.459e+00  1.551e+01  0.000e+00 -5.119e-01  1.971e+00  8.902e+00  4.335e+00  2.276e+00  0.000e+00  241.337   25.129
 0.9225  3.42379e+01  1.572e+01  1.851e+01  1.442e+00  1.707e+01  0.000e+00 -5.101e-01  1.952e+00  9.973e+00  4.788e+00  2.311e+00  0.000e+00  219.806   22.461
 0.9240  3.42380e+01  1.531e+01  1.893e+01  1.442e+00  1.749e+01  0.000e+00 -5.113e-01  1.953e+00  1.023e+01  4.885e+00  2.376e+00  0.000e+00  213.976   22.498
 0.9255  3.42374e+01  1.628e+01  1.795e+01  1.458e+00  1.649e+01  0.000e+00 -5.154e-01  1.974e+00  9.624e+00  4.399e+00  2.471e+00  0.000e+00  227.628   25.628
 0.9270  3.42374e+01  1.698e+01  1.726e+01  1.481e+00  1.578e+01  0.000e+00 -5.192e-01  2.000e+00  9.572e+00  3.630e+00  2.575e+00  0.000e+00  237.342   28.432
 0.9285  3.42378e+01  1.715e+01  1.709e+01  1.494e+00  1.560e+01  0.000e+00 -5.186e-01  2.012e+00  9.739e+00  3.201e+00  2.654e+00  0.000e+00  239.714   28.536
 0.9300  3.42376e+01  1.783e+01  1.641e+01  1.490e+00  1.492e+01  0.000e+00 -5.119e-01  2.002e+00  8.701e+00  3.533e+00  2.682e+00  0.000e+00  249.258   26.259
 0.9315  3.42373e+01  1.848e+01  1.575e+01  1.474e+00  1.428e+01  0.000e+00 -5.012e-01  1.975e+00  7.213e+00  4.408e+00  2.659e+00  0.000e+00  258.371   22.000
 0.9330  3.42377e+01  1.842e+01  1.582e+01  1.461e+00  1.436e+01  0.000e+00 -4.907e-01  1.952e+00  6.564e+00  5.196e+00  2.597e+00  0.000e+00  257.472   16.982
 0.9345  3.42377e+01  1.874e+01  1.550e+01  1.462e+00  1.403e+01  0.000e+00 -4.843e-01  1.946e+00  6.108e+00  5.418e+00  2.509e+00  0.000e+00  261.977   14.276
 0.9360  3.42371e+01  1.957e+01  1.467e+01  1.478e+00  1.319e+01  0.000e+00 -4.826e-01  1.960e+00  5.812e+00  4.960e+00  2.420e+00  0.000e+00  273.502   14.664
 0.9375  3.42372e+01  1.914e+01  1.509e+01  1.501e+00  1.359e+01  0.000e+00 -4.833e-01  1.984e+00  7.191e+00  4.014e+00  2.388e+00  0.000e+00  267.584   15.026
 0.9390  3.42377e+01  1.746e+01  1.677e+01  1.516e+00  1.526e+01  0.000e+00 -4.828e-01  1.999e+00  9.743e+00  3.034e+00  2.482e+00  0.000e+00  244.101   13.245
 0.9405  3.42376e+01  1.609e+01  1.815e+01  1.515e+00  1.663e+01  0.000e+00 -4.790e-01  1.994e+00  1.132e+01  2.597e+00  2.714e+00  0.000e+00  224.946    9.931
