# energy of hf ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      0.0109      4.637784      3.1950      1.4428      0.0000      1.4428      0.0000      0.0000      0.0000      1.4428      0.0000      0.0000      0.0000   535.93346     0.00000
      0.0111      4.638801      2.5054      2.1334      0.0000      2.1334      0.0000      0.0000      0.0000      2.1334      0.0000      0.0000      0.0000   420.26021     0.00000
      0.0113      4.639845      1.7983      2.8416      0.0000      2.8416      0.0000      0.0000      0.0000      2.8416      0.0000      0.0000      0.0000   301.64242     0.00000
      0.0115      4.640816      1.1397      3.5011      0.0000      3.5011      0.0000      0.0000      0.0000      3.5011      0.0000      0.0000      0.0000   191.17951     0.00000
      0.0117      4.641625      0.5914      4.0502      0.0000      4.0502      0.0000      0.0000      0.0000      4.0502      0.0000      0.0000      0.0000    99.20783     0.00000
      0.0119      4.642195      0.2047      4.4375      0.0000      4.4375      0.0000      0.0000      0.0000      4.4375      0.0000      0.0000      0.0000    34.33345     0.00000
      0.0121      4.642474      0.0157      4.6268      0.0000      4.6268      0.0000      0.0000      0.0000      4.6268      0.0000      0.0000      0.0000     2.62684     0.00000
      0.0123      4.642435      0.0421      4.6004      0.0000      4.6004      0.0000      0.0000      0.0000      4.6004      0.0000      0.0000      0.0000     7.05490     0.00000
      0.0125      4.642082      0.2814      4.3607      0.0000      4.3607      0.0000      0.0000      0.0000      4.3607      0.0000      0.0000      0.0000    47.20328     0.00000
      0.0127      4.641448      0.7113      3.9301      0.0000      3.9301      0.0000      0.0000      0.0000      3.9301      0.0000      0.0000      0.0000   119.31516     0.00000
      0.0129      4.640592      1.2915      3.3491      0.0000      3.3491      0.0000      0.0000      0.0000      3.3491      0.0000      0.0000      0.0000   216.64284     0.00000
      0.0131      4.639594      1.9678      2.6718      0.0000      2.6718      0.0000      0.0000      0.0000      2.6718      0.0000      0.0000      0.0000   330.07907     0.00000
      0.0133      4.638549      2.6768      1.9617      0.0000      1.9617      0.0000      0.0000      0.0000      1.9617      0.0000      0.0000      0.0000   449.00927     0.00000
      0.0135      4.637552      3.3522      1.2853      0.0000      1.2853      0.0000      0.0000      0.0000      1.2853      0.0000      0.0000      0.0000   562.30481     0.00000
      0.0137      4.636699      3.9309      0.7058      0.0000      0.7058      0.0000      0.0000      0.0000      0.7058      0.0000      0.0000      0.0000   659.36428     0.00000
      0.0139      4.636068      4.3586      0.2775      0.0000      0.2775      0.0000      0.0000      0.0000      0.2775      0.0000      0.0000      0.0000   731.10554     0.00000
      0.0141      4.635719      4.5953      0.0404      0.0000      0.0404      0.0000      0.0000      0.0000      0.0404      0.0000      0.0000      0.0000   770.81554     0.00000
      0.0143      4.635684      4.6189      0.0168      0.0000      0.0168      0.0000      0.0000      0.0000      0.0168      0.0000      0.0000      0.0000   774.77850     0.00000
      0.0145      4.635967      4.4272      0.2087      0.0000      0.2087      0.0000      0.0000      0.0000      0.2087      0.0000      0.0000      0.0000   742.62359    -0.00000
      0.0147      4.636541      4.0382      0.5984      0.0000      0.5984      0.0000      0.0000      0.0000      0.5984      0.0000      0.0000      0.0000   677.35965    -0.00000
      0.0149      4.637352      3.4881      1.1493      0.0000      1.1493      0.0000      0.0000      0.0000      1.1493      0.0000      0.0000      0.0000   585.09361    -0.00000
      0.0151      4.638325      2.8285      1.8098      0.0000      1.8098      0.0000      0.0000      0.0000      1.8098      0.0000      0.0000      0.0000   474.45909    -0.00000
      0.0153      4.639368      2.1212      2.5182      0.0000      2.5182      0.0000      0.0000      0.0000      2.5182      0.0000      0.0000      0.0000   355.80849    -0.00000
      0.0155      4.640384      1.4322      3.2081      0.0000      3.2081      0.0000      0.0000      0.0000      3.2081      0.0000      0.0000      0.0000   240.24429    -0.00000
      0.0157      4.641278      0.8262      3.8151      0.0000      3.8151      0.0000      0.0000      0.0000      3.8151      0.0000      0.0000      0.0000   138.58018    -0.00000
      0.0159      4.641967      0.3597      4.2823      0.0000      4.2823      0.0000      0.0000      0.0000      4.2823      0.0000      0.0000      0.0000    60.32917    -0.00000
      0.0161      4.642384      0.0764      4.5660      0.0000      4.5660      0.0000      0.0000      0.0000      4.5660      0.0000      0.0000      0.0000    12.81345    -0.00000
      0.0163      4.642493      0.0029      4.6396      0.0000      4.6396      0.0000      0.0000      0.0000      4.6396      0.0000      0.0000      0.0000     0.47920    -0.00000
      0.0165      4.642282      0.1459      4.4963      0.0000      4.4963      0.0000      0.0000      0.0000      4.4963      0.0000      0.0000      0.0000    24.48058    -0.00000
      0.0167      4.641771      0.4923      4.1495      0.0000      4.1495      0.0000      0.0000      0.0000      4.1495      0.0000      0.0000      0.0000    82.57169    -0.00000
      0.0169      4.641008      1.0094      3.6316      0.0000      3.6316      0.0000      0.0000      0.0000      3.6316      0.0000      0.0000      0.0000   169.31680    -0.00000
      0.0171      4.640065      1.6490      2.9911      0.0000      2.9911      0.0000      0.0000      0.0000      2.9911      0.0000      0.0000      0.0000   276.59889    -0.00000
      0.0173      4.639029      2.3511      2.2879      0.0000      2.2879      0.0000      0.0000      0.0000      2.2879      0.0000      0.0000      0.0000   394.37926    -0.00000
      0.0175      4.637998      3.0502      1.5878      0.0000      1.5878      0.0000      0.0000      0.0000      1.5878      0.0000      0.0000      0.0000   511.63686    -0.00000
      0.0177      4.637068      3.6807      0.9564      0.0000      0.9564      0.0000      0.0000      0.0000      0.9564      0.0000      0.0000      0.0000   617.39954    -0.00000
      0.0179      4.636326      4.1837      0.4526      0.0000      0.4526      0.0000      0.0000      0.0000      0.4526      0.0000      0.0000      0.0000   701.77077    -0.00000
      0.0181      4.635841      4.5121      0.1238      0.0000      0.1238      0.0000      0.0000      0.0000      0.1238      0.0000      0.0000      0.0000   756.85568     0.00000
      0.0183      4.635660      4.6352      0.0005      0.0000      0.0005      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000   777.49982     0.00000
