# energy [kcal/mol] of h2o
#  conf       e_pot  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
    630  1.94814e+00  0.000e+00  1.948e+00  0.000e+00  0.000e+00  0.000e+00  1.145e+00  8.028e-01  0.000e+00  0.000e+00
    645  7.89065e-01  0.000e+00  7.891e-01  0.000e+00  0.000e+00  0.000e+00  2.675e-01  5.216e-01  0.000e+00  0.000e+00
    660  7.90899e-01  0.000e+00  7.909e-01  0.000e+00  0.000e+00  0.000e+00  7.856e-01  5.304e-03  0.000e+00  0.000e+00
    675  3.03861e-01  0.000e+00  3.039e-01  0.000e+00  0.000e+00  0.000e+00  2.460e-02  2.793e-01  0.000e+00  0.000e+00
    690  1.81978e+00  0.000e+00  1.820e+00  0.000e+00  0.000e+00  0.000e+00  1.057e+00  7.630e-01  0.000e+00  0.000e+00
    705  6.37954e-01  0.000e+00  6.380e-01  0.000e+00  0.000e+00  0.000e+00  4.589e-01  1.790e-01  0.000e+00  0.000e+00
    720  1.29693e+00  0.000e+00  1.297e+00  0.000e+00  0.000e+00  0.000e+00  2.644e-01  1.033e+00  0.000e+00  0.000e+00
    735  1.22033e+00  0.000e+00  1.220e+00  0.000e+00  0.000e+00  0.000e+00  3.601e-01  8.602e-01  0.000e+00  0.000e+00
    750  1.18909e+00  0.000e+00  1.189e+00  0.000e+00  0.000e+00  0.000e+00  8.536e-01  3.355e-01  0.000e+00  0.000e+00
    765  2.17084e+00  0.000e+00  2.171e+00  0.000e+00  0.000e+00  0.000e+00  1.390e+00  7.812e-01  0.000e+00  0.000e+00
    780  1.22618e+00  0.000e+00  1.226e+00  0.000e+00  0.000e+00  0.000e+00  1.087e+00  1.388e-01  0.000e+00  0.000e+00
    795  5.62936e-01  0.000e+00  5.629e-01  0.000e+00  0.000e+00  0.000e+00  5.362e-01  2.676e-02  0.000e+00  0.000e+00
    810  7.70559e-01  0.000e+00  7.706e-01  0.000e+00  0.000e+00  0.000e+00  1.469e-01  6.237e-01  0.000e+00  0.000e+00
    825  6.49931e-01  0.000e+00  6.499e-01  0.000e+00  0.000e+00  0.000e+00  5.996e-01  5.033e-02  0.000e+00  0.000e+00
    840  1.18726e+00  0.000e+00  1.187e+00  0.000e+00  0.000e+00  0.000e+00  4.256e-01  7.616e-01  0.000e+00  0.000e+00
    855  1.19522e+00  0.000e+00  1.195e+00  0.000e+00  0.000e+00  0.000e+00  8.115e-01  3.837e-01  0.000e+00  0.000e+00
    870  9.62842e-01  0.000e+00  9.628e-01  0.000e+00  0.000e+00  0.000e+00  4.685e-01  4.944e-01  0.000e+00  0.000e+00
    885  1.19603e+00  0.000e+00  1.196e+00  0.000e+00  0.000e+00  0.000e+00  1.041e+00  1.551e-01  0.000e+00  0.000e+00
    900  5.35689e-01  0.000e+00  5.357e-01  0.000e+00  0.000e+00  0.000e+00  4.030e-01  1.326e-01  0.000e+00  0.000e+00
    915  3.89932e-01  0.000e+00  3.899e-01  0.000e+00  0.000e+00  0.000e+00  3.318e-01  5.814e-02  0.000e+00  0.000e+00
    930  1.96767e+00  0.000e+00  1.968e+00  0.000e+00  0.000e+00  0.000e+00  1.870e-03  1.966e+00  0.000e+00  0.000e+00
    945  8.65576e-01  0.000e+00  8.656e-01  0.000e+00  0.000e+00  0.000e+00  8.554e-01  1.017e-02  0.000e+00  0.000e+00
    960  5.74096e-01  0.000e+00  5.741e-01  0.000e+00  0.000e+00  0.000e+00  5.634e-01  1.071e-02  0.000e+00  0.000e+00
    975  2.06730e+00  0.000e+00  2.067e+00  0.000e+00  0.000e+00  0.000e+00  4.417e-01  1.626e+00  0.000e+00  0.000e+00
    990  3.46661e-01  0.000e+00  3.467e-01  0.000e+00  0.000e+00  0.000e+00  3.201e-01  2.654e-02  0.000e+00  0.000e+00
   1005  1.58100e-01  0.000e+00  1.581e-01  0.000e+00  0.000e+00  0.000e+00  1.270e-01  3.106e-02  0.000e+00  0.000e+00
   1020  1.26356e-01  0.000e+00  1.264e-01  0.000e+00  0.000e+00  0.000e+00  1.247e-01  1.675e-03  0.000e+00  0.000e+00
   1035  1.74731e-01  0.000e+00  1.747e-01  0.000e+00  0.000e+00  0.000e+00  1.410e-01  3.373e-02  0.000e+00  0.000e+00
   1050  2.45645e-02  0.000e+00  2.456e-02  0.000e+00  0.000e+00  0.000e+00  1.934e-02  5.224e-03  0.000e+00  0.000e+00
   1065  1.11773e+00  0.000e+00  1.118e+00  0.000e+00  0.000e+00  0.000e+00  1.108e+00  9.876e-03  0.000e+00  0.000e+00
   1080  2.79724e-01  0.000e+00  2.797e-01  0.000e+00  0.000e+00  0.000e+00  2.747e-01  4.974e-03  0.000e+00  0.000e+00
   1095  8.81815e-01  0.000e+00  8.818e-01  0.000e+00  0.000e+00  0.000e+00  7.951e-01  8.673e-02  0.000e+00  0.000e+00
   1110  6.96465e-01  0.000e+00  6.965e-01  0.000e+00  0.000e+00  0.000e+00  2.017e-01  4.947e-01  0.000e+00  0.000e+00
   1125  2.46115e+00  0.000e+00  2.461e+00  0.000e+00  0.000e+00  0.000e+00  1.798e+00  6.630e-01  0.000e+00  0.000e+00
