# energy [kcal/mol] of he2
#  conf     e_total  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
  17300 -9.30092e-08 -9.301e-08  0.000e+00  0.000e+00 -9.301e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17400 -2.91297e-07 -2.913e-07  0.000e+00  0.000e+00 -2.913e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17500 -4.27267e-07 -4.273e-07  0.000e+00  0.000e+00 -4.273e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17600 -7.98587e-09 -7.986e-09  0.000e+00  0.000e+00 -7.986e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17700 -6.38325e-05 -6.383e-05  0.000e+00  0.000e+00 -6.383e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17800 -5.08372e-09 -5.084e-09  0.000e+00  0.000e+00 -5.084e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  17900 -1.62502e-08 -1.625e-08  0.000e+00  0.000e+00 -1.625e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18000 -5.36797e-08 -5.368e-08  0.000e+00  0.000e+00 -5.368e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18100 -1.23655e-07 -1.237e-07  0.000e+00  0.000e+00 -1.237e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18200 -7.38953e-09 -7.390e-09  0.000e+00  0.000e+00 -7.390e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18300 -3.57061e-09 -3.571e-09  0.000e+00  0.000e+00 -3.571e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18400 -1.85528e-09 -1.855e-09  0.000e+00  0.000e+00 -1.855e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18500 -7.62129e-09 -7.621e-09  0.000e+00  0.000e+00 -7.621e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18600 -3.59711e-08 -3.597e-08  0.000e+00  0.000e+00 -3.597e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18700 -1.34485e-07 -1.345e-07  0.000e+00  0.000e+00 -1.345e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18800 -6.16979e-06 -6.170e-06  0.000e+00  0.000e+00 -6.170e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  18900 -5.37136e-08 -5.371e-08  0.000e+00  0.000e+00 -5.371e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19000 -9.45948e-10 -9.459e-10  0.000e+00  0.000e+00 -9.459e-10  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19100 -2.83815e-09 -2.838e-09  0.000e+00  0.000e+00 -2.838e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19200 -8.63223e-08 -8.632e-08  0.000e+00  0.000e+00 -8.632e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19300 -3.80448e-08 -3.804e-08  0.000e+00  0.000e+00 -3.804e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19400 -5.00963e-08 -5.010e-08  0.000e+00  0.000e+00 -5.010e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19500 -1.66239e-08 -1.662e-08  0.000e+00  0.000e+00 -1.662e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19600 -1.22867e-03 -1.229e-03  0.000e+00  0.000e+00 -1.229e-03  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19700 -1.61775e-08 -1.618e-08  0.000e+00  0.000e+00 -1.618e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19800 -8.71243e-09 -8.712e-09  0.000e+00  0.000e+00 -8.712e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  19900 -1.33149e-07 -1.331e-07  0.000e+00  0.000e+00 -1.331e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20000 -2.15207e-08 -2.152e-08  0.000e+00  0.000e+00 -2.152e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20100 -4.38339e-06 -4.383e-06  0.000e+00  0.000e+00 -4.383e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20200 -2.27879e-07 -2.279e-07  0.000e+00  0.000e+00 -2.279e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20300 -6.62984e-05 -6.630e-05  0.000e+00  0.000e+00 -6.630e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20400 -8.97625e-08 -8.976e-08  0.000e+00  0.000e+00 -8.976e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20500 -5.20753e-08 -5.208e-08  0.000e+00  0.000e+00 -5.208e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20600 -1.01606e-08 -1.016e-08  0.000e+00  0.000e+00 -1.016e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20700 -6.05515e-09 -6.055e-09  0.000e+00  0.000e+00 -6.055e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20800 -9.64085e-10 -9.641e-10  0.000e+00  0.000e+00 -9.641e-10  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  20900 -2.02268e-08 -2.023e-08  0.000e+00  0.000e+00 -2.023e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21000 -1.02174e-08 -1.022e-08  0.000e+00  0.000e+00 -1.022e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21100 -1.93824e-07 -1.938e-07  0.000e+00  0.000e+00 -1.938e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21200 -2.05475e-07 -2.055e-07  0.000e+00  0.000e+00 -2.055e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21300 -7.18155e-09 -7.182e-09  0.000e+00  0.000e+00 -7.182e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21400 -6.08620e-08 -6.086e-08  0.000e+00  0.000e+00 -6.086e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21500 -4.93469e-09 -4.935e-09  0.000e+00  0.000e+00 -4.935e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21600 -1.07376e-08 -1.074e-08  0.000e+00  0.000e+00 -1.074e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21700 -9.43901e-09 -9.439e-09  0.000e+00  0.000e+00 -9.439e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21800 -7.78535e-09 -7.785e-09  0.000e+00  0.000e+00 -7.785e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  21900 -2.96611e-09 -2.966e-09  0.000e+00  0.000e+00 -2.966e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22000 -2.49619e-06 -2.496e-06  0.000e+00  0.000e+00 -2.496e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22100 -1.86640e-08 -1.866e-08  0.000e+00  0.000e+00 -1.866e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22200 -4.33661e-07 -4.337e-07  0.000e+00  0.000e+00 -4.337e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22300 -7.68827e-06 -7.688e-06  0.000e+00  0.000e+00 -7.688e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22400 -7.97148e-09 -7.971e-09  0.000e+00  0.000e+00 -7.971e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22500 -6.62797e-09 -6.628e-09  0.000e+00  0.000e+00 -6.628e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22600 -9.52476e-07 -9.525e-07  0.000e+00  0.000e+00 -9.525e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22700 -2.16450e-08 -2.164e-08  0.000e+00  0.000e+00 -2.164e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22800 -1.84289e-04 -1.843e-04  0.000e+00  0.000e+00 -1.843e-04  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  22900 -1.99353e-07 -1.994e-07  0.000e+00  0.000e+00 -1.994e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23000 -1.78564e-06 -1.786e-06  0.000e+00  0.000e+00 -1.786e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23100 -6.62059e-07 -6.621e-07  0.000e+00  0.000e+00 -6.621e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23200 -8.21210e-09 -8.212e-09  0.000e+00  0.000e+00 -8.212e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23300 -3.92790e-09 -3.928e-09  0.000e+00  0.000e+00 -3.928e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23400 -1.85666e-08 -1.857e-08  0.000e+00  0.000e+00 -1.857e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23500 -3.10882e-08 -3.109e-08  0.000e+00  0.000e+00 -3.109e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23600 -4.11831e-07 -4.118e-07  0.000e+00  0.000e+00 -4.118e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23700 -4.20283e-09 -4.203e-09  0.000e+00  0.000e+00 -4.203e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23800 -1.39129e-07 -1.391e-07  0.000e+00  0.000e+00 -1.391e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  23900 -1.43181e-08 -1.432e-08  0.000e+00  0.000e+00 -1.432e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24000 -1.00312e-08 -1.003e-08  0.000e+00  0.000e+00 -1.003e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24100 -2.80844e-08 -2.808e-08  0.000e+00  0.000e+00 -2.808e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24200 -2.43841e-07 -2.438e-07  0.000e+00  0.000e+00 -2.438e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24300 -4.27024e-07 -4.270e-07  0.000e+00  0.000e+00 -4.270e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24400 -2.81374e-08 -2.814e-08  0.000e+00  0.000e+00 -2.814e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24500 -2.46649e-08 -2.466e-08  0.000e+00  0.000e+00 -2.466e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24600 -2.88618e-05 -2.886e-05  0.000e+00  0.000e+00 -2.886e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24700 -8.34582e-09 -8.346e-09  0.000e+00  0.000e+00 -8.346e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24800 -5.34240e-08 -5.342e-08  0.000e+00  0.000e+00 -5.342e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  24900 -2.87951e-08 -2.880e-08  0.000e+00  0.000e+00 -2.880e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25000 -1.24571e-07 -1.246e-07  0.000e+00  0.000e+00 -1.246e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25100 -4.22839e-07 -4.228e-07  0.000e+00  0.000e+00 -4.228e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25200 -1.09033e-07 -1.090e-07  0.000e+00  0.000e+00 -1.090e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25300 -7.30415e-09 -7.304e-09  0.000e+00  0.000e+00 -7.304e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25400 -3.10698e-06 -3.107e-06  0.000e+00  0.000e+00 -3.107e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25500 -7.50684e-06 -7.507e-06  0.000e+00  0.000e+00 -7.507e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25600 -6.13918e-09 -6.139e-09  0.000e+00  0.000e+00 -6.139e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25700 -5.95953e-05 -5.960e-05  0.000e+00  0.000e+00 -5.960e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25800 -4.42358e-07 -4.424e-07  0.000e+00  0.000e+00 -4.424e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  25900 -5.76410e-07 -5.764e-07  0.000e+00  0.000e+00 -5.764e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26000 -1.90090e-08 -1.901e-08  0.000e+00  0.000e+00 -1.901e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26100 -5.14973e-08 -5.150e-08  0.000e+00  0.000e+00 -5.150e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26200 -9.43113e-09 -9.431e-09  0.000e+00  0.000e+00 -9.431e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26300  1.65313e+00 -1.904e-08  0.000e+00  1.653e+00 -1.904e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26400 -2.26360e-09 -2.264e-09  0.000e+00  0.000e+00 -2.264e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26500 -1.56807e-07 -1.568e-07  0.000e+00  0.000e+00 -1.568e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26600 -8.15068e-09 -8.151e-09  0.000e+00  0.000e+00 -8.151e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26700 -6.98767e-09 -6.988e-09  0.000e+00  0.000e+00 -6.988e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26800 -7.26782e-08 -7.268e-08  0.000e+00  0.000e+00 -7.268e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  26900 -1.39535e-08 -1.395e-08  0.000e+00  0.000e+00 -1.395e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27000 -2.17094e-06 -2.171e-06  0.000e+00  0.000e+00 -2.171e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27100 -3.27741e-06 -3.277e-06  0.000e+00  0.000e+00 -3.277e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27200 -1.82780e-09 -1.828e-09  0.000e+00  0.000e+00 -1.828e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27300 -2.76416e-09 -2.764e-09  0.000e+00  0.000e+00 -2.764e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27400 -2.41129e-08 -2.411e-08  0.000e+00  0.000e+00 -2.411e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27500 -3.15384e-09 -3.154e-09  0.000e+00  0.000e+00 -3.154e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27600 -3.30349e-08 -3.303e-08  0.000e+00  0.000e+00 -3.303e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27700 -3.67882e-08 -3.679e-08  0.000e+00  0.000e+00 -3.679e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27800 -1.86333e-06 -1.863e-06  0.000e+00  0.000e+00 -1.863e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  27900 -5.75699e-07 -5.757e-07  0.000e+00  0.000e+00 -5.757e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28000 -1.66209e-06 -1.662e-06  0.000e+00  0.000e+00 -1.662e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28100 -1.47413e-07 -1.474e-07  0.000e+00  0.000e+00 -1.474e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28200 -1.63423e-08 -1.634e-08  0.000e+00  0.000e+00 -1.634e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28300 -2.65788e-08 -2.658e-08  0.000e+00  0.000e+00 -2.658e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28400 -1.38628e-06 -1.386e-06  0.000e+00  0.000e+00 -1.386e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28500 -1.16396e-08 -1.164e-08  0.000e+00  0.000e+00 -1.164e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28600 -2.35159e-09 -2.352e-09  0.000e+00  0.000e+00 -2.352e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28700 -2.89013e-07 -2.890e-07  0.000e+00  0.000e+00 -2.890e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28800 -1.74757e-09 -1.748e-09  0.000e+00  0.000e+00 -1.748e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  28900 -1.51617e-07 -1.516e-07  0.000e+00  0.000e+00 -1.516e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29000 -7.13591e-08 -7.136e-08  0.000e+00  0.000e+00 -7.136e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29100 -2.51345e-08 -2.513e-08  0.000e+00  0.000e+00 -2.513e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29200 -5.85829e-07 -5.858e-07  0.000e+00  0.000e+00 -5.858e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29300 -5.69389e-09 -5.694e-09  0.000e+00  0.000e+00 -5.694e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29400 -3.28415e-09 -3.284e-09  0.000e+00  0.000e+00 -3.284e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29500 -7.93095e-09 -7.931e-09  0.000e+00  0.000e+00 -7.931e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29600 -1.94233e-09 -1.942e-09  0.000e+00  0.000e+00 -1.942e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29700 -2.97049e-09 -2.970e-09  0.000e+00  0.000e+00 -2.970e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29800 -3.02356e-08 -3.024e-08  0.000e+00  0.000e+00 -3.024e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  29900 -6.38792e-09 -6.388e-09  0.000e+00  0.000e+00 -6.388e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30000 -1.05059e-06 -1.051e-06  0.000e+00  0.000e+00 -1.051e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30100 -4.64677e-09 -4.647e-09  0.000e+00  0.000e+00 -4.647e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30200 -2.57661e-08 -2.577e-08  0.000e+00  0.000e+00 -2.577e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30300 -2.55175e-08 -2.552e-08  0.000e+00  0.000e+00 -2.552e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30400 -3.85451e-09 -3.855e-09  0.000e+00  0.000e+00 -3.855e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30500 -3.10530e-07 -3.105e-07  0.000e+00  0.000e+00 -3.105e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30600 -5.69442e-07 -5.694e-07  0.000e+00  0.000e+00 -5.694e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30700 -1.24439e-09 -1.244e-09  0.000e+00  0.000e+00 -1.244e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30800 -1.64489e-07 -1.645e-07  0.000e+00  0.000e+00 -1.645e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  30900 -2.97582e-09 -2.976e-09  0.000e+00  0.000e+00 -2.976e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31000 -9.18760e-09 -9.188e-09  0.000e+00  0.000e+00 -9.188e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31100 -4.31395e-08 -4.314e-08  0.000e+00  0.000e+00 -4.314e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31200 -2.15706e-09 -2.157e-09  0.000e+00  0.000e+00 -2.157e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31300 -1.15446e-08 -1.154e-08  0.000e+00  0.000e+00 -1.154e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31400 -1.74777e-06 -1.748e-06  0.000e+00  0.000e+00 -1.748e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31500 -5.40171e-09 -5.402e-09  0.000e+00  0.000e+00 -5.402e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31600 -3.40709e-08 -3.407e-08  0.000e+00  0.000e+00 -3.407e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31700 -1.95377e-07 -1.954e-07  0.000e+00  0.000e+00 -1.954e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31800 -1.63678e-05 -1.637e-05  0.000e+00  0.000e+00 -1.637e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  31900 -9.14578e-08 -9.146e-08  0.000e+00  0.000e+00 -9.146e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32000 -2.99583e-06 -2.996e-06  0.000e+00  0.000e+00 -2.996e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32100 -5.38304e-07 -5.383e-07  0.000e+00  0.000e+00 -5.383e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32200 -5.11971e-08 -5.120e-08  0.000e+00  0.000e+00 -5.120e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32300 -5.82758e-09 -5.828e-09  0.000e+00  0.000e+00 -5.828e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32400 -4.60764e-09 -4.608e-09  0.000e+00  0.000e+00 -4.608e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32500 -1.54684e-08 -1.547e-08  0.000e+00  0.000e+00 -1.547e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32600 -1.76417e-07 -1.764e-07  0.000e+00  0.000e+00 -1.764e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32700 -3.14266e-08 -3.143e-08  0.000e+00  0.000e+00 -3.143e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32800 -6.67608e-09 -6.676e-09  0.000e+00  0.000e+00 -6.676e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  32900 -9.04707e-09 -9.047e-09  0.000e+00  0.000e+00 -9.047e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33000 -3.61430e-09 -3.614e-09  0.000e+00  0.000e+00 -3.614e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33100 -4.50081e-09 -4.501e-09  0.000e+00  0.000e+00 -4.501e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33200 -7.03381e-09 -7.034e-09  0.000e+00  0.000e+00 -7.034e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33300 -8.80034e-08 -8.800e-08  0.000e+00  0.000e+00 -8.800e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33400 -8.16237e-09 -8.162e-09  0.000e+00  0.000e+00 -8.162e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33500 -1.98948e-08 -1.989e-08  0.000e+00  0.000e+00 -1.989e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33600 -2.19607e-09 -2.196e-09  0.000e+00  0.000e+00 -2.196e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33700 -1.42592e-08 -1.426e-08  0.000e+00  0.000e+00 -1.426e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33800 -2.88710e-08 -2.887e-08  0.000e+00  0.000e+00 -2.887e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  33900 -9.03253e-09 -9.033e-09  0.000e+00  0.000e+00 -9.033e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34000 -8.49440e-07 -8.494e-07  0.000e+00  0.000e+00 -8.494e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34100 -1.82558e-06 -1.826e-06  0.000e+00  0.000e+00 -1.826e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34200 -6.10858e-08 -6.109e-08  0.000e+00  0.000e+00 -6.109e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34300 -3.80093e-09 -3.801e-09  0.000e+00  0.000e+00 -3.801e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34400 -7.82062e-09 -7.821e-09  0.000e+00  0.000e+00 -7.821e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34500 -1.04002e-08 -1.040e-08  0.000e+00  0.000e+00 -1.040e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34600 -6.31839e-07 -6.318e-07  0.000e+00  0.000e+00 -6.318e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34700 -1.27758e-08 -1.278e-08  0.000e+00  0.000e+00 -1.278e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34800 -9.96976e-09 -9.970e-09  0.000e+00  0.000e+00 -9.970e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  34900 -1.59995e-09 -1.600e-09  0.000e+00  0.000e+00 -1.600e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35000 -9.19509e-08 -9.195e-08  0.000e+00  0.000e+00 -9.195e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
