# energy [kcal/mol] of he2
#  conf     e_total  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
  35100 -6.63322e-08 -6.633e-08  0.000e+00  0.000e+00 -6.633e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35200 -4.42779e-07 -4.428e-07  0.000e+00  0.000e+00 -4.428e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35300 -6.35293e-09 -6.353e-09  0.000e+00  0.000e+00 -6.353e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35400 -7.75820e-09 -7.758e-09  0.000e+00  0.000e+00 -7.758e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35500 -2.71734e-09 -2.717e-09  0.000e+00  0.000e+00 -2.717e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35600 -1.39040e-07 -1.390e-07  0.000e+00  0.000e+00 -1.390e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35700 -2.33230e-09 -2.332e-09  0.000e+00  0.000e+00 -2.332e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35800 -9.03206e-07 -9.032e-07  0.000e+00  0.000e+00 -9.032e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  35900 -2.45383e-09 -2.454e-09  0.000e+00  0.000e+00 -2.454e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36000 -9.10284e-09 -9.103e-09  0.000e+00  0.000e+00 -9.103e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36100 -4.57854e-06 -4.579e-06  0.000e+00  0.000e+00 -4.579e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36200 -1.82317e-07 -1.823e-07  0.000e+00  0.000e+00 -1.823e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36300 -2.91052e-08 -2.911e-08  0.000e+00  0.000e+00 -2.911e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36400 -1.07793e-08 -1.078e-08  0.000e+00  0.000e+00 -1.078e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36500 -3.14741e-08 -3.147e-08  0.000e+00  0.000e+00 -3.147e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36600 -1.10722e-08 -1.107e-08  0.000e+00  0.000e+00 -1.107e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36700 -2.17257e-09 -2.173e-09  0.000e+00  0.000e+00 -2.173e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36800 -1.03647e-07 -1.036e-07  0.000e+00  0.000e+00 -1.036e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  36900 -1.02856e-07 -1.029e-07  0.000e+00  0.000e+00 -1.029e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37000 -5.28798e-07 -5.288e-07  0.000e+00  0.000e+00 -5.288e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37100 -2.28398e-08 -2.284e-08  0.000e+00  0.000e+00 -2.284e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37200 -3.99180e-05 -3.992e-05  0.000e+00  0.000e+00 -3.992e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37300 -5.24457e-08 -5.245e-08  0.000e+00  0.000e+00 -5.245e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37400 -1.33548e-07 -1.335e-07  0.000e+00  0.000e+00 -1.335e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37500 -3.16470e-08 -3.165e-08  0.000e+00  0.000e+00 -3.165e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37600 -5.51789e-08 -5.518e-08  0.000e+00  0.000e+00 -5.518e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37700 -5.64109e-09 -5.641e-09  0.000e+00  0.000e+00 -5.641e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37800 -7.42056e-08 -7.421e-08  0.000e+00  0.000e+00 -7.421e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  37900 -9.72105e-08 -9.721e-08  0.000e+00  0.000e+00 -9.721e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38000 -1.80308e-07 -1.803e-07  0.000e+00  0.000e+00 -1.803e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38100 -5.62783e-07 -5.628e-07  0.000e+00  0.000e+00 -5.628e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38200 -3.62978e-08 -3.630e-08  0.000e+00  0.000e+00 -3.630e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38300 -1.84273e-07 -1.843e-07  0.000e+00  0.000e+00 -1.843e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38400 -8.72364e-08 -8.724e-08  0.000e+00  0.000e+00 -8.724e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38500 -5.63977e-07 -5.640e-07  0.000e+00  0.000e+00 -5.640e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38600 -6.05123e-07 -6.051e-07  0.000e+00  0.000e+00 -6.051e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38700 -7.61545e-09 -7.615e-09  0.000e+00  0.000e+00 -7.615e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38800 -1.05955e-06 -1.060e-06  0.000e+00  0.000e+00 -1.060e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  38900 -5.30701e-08 -5.307e-08  0.000e+00  0.000e+00 -5.307e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39000 -3.66216e-09 -3.662e-09  0.000e+00  0.000e+00 -3.662e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39100 -2.67713e-08 -2.677e-08  0.000e+00  0.000e+00 -2.677e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39200 -3.61401e-08 -3.614e-08  0.000e+00  0.000e+00 -3.614e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39300 -8.11936e-09 -8.119e-09  0.000e+00  0.000e+00 -8.119e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39400 -1.02629e-08 -1.026e-08  0.000e+00  0.000e+00 -1.026e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39500 -5.15077e-09 -5.151e-09  0.000e+00  0.000e+00 -5.151e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39600 -2.28493e-08 -2.285e-08  0.000e+00  0.000e+00 -2.285e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39700 -3.28779e-08 -3.288e-08  0.000e+00  0.000e+00 -3.288e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39800 -1.99516e-07 -1.995e-07  0.000e+00  0.000e+00 -1.995e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  39900 -3.51658e-08 -3.517e-08  0.000e+00  0.000e+00 -3.517e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40000 -9.31953e-07 -9.320e-07  0.000e+00  0.000e+00 -9.320e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40100 -1.08712e-08 -1.087e-08  0.000e+00  0.000e+00 -1.087e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40200 -3.71092e-04 -3.711e-04  0.000e+00  0.000e+00 -3.711e-04  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40300 -3.56883e-09 -3.569e-09  0.000e+00  0.000e+00 -3.569e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40400 -2.14771e-08 -2.148e-08  0.000e+00  0.000e+00 -2.148e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40500 -5.65681e-07 -5.657e-07  0.000e+00  0.000e+00 -5.657e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40600 -3.60182e-08 -3.602e-08  0.000e+00  0.000e+00 -3.602e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40700 -2.30903e-08 -2.309e-08  0.000e+00  0.000e+00 -2.309e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40800 -3.25951e-09 -3.260e-09  0.000e+00  0.000e+00 -3.260e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  40900 -8.85619e-08 -8.856e-08  0.000e+00  0.000e+00 -8.856e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41000 -1.60105e-05 -1.601e-05  0.000e+00  0.000e+00 -1.601e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41100 -1.41485e-08 -1.415e-08  0.000e+00  0.000e+00 -1.415e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41200 -3.35999e-08 -3.360e-08  0.000e+00  0.000e+00 -3.360e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41300 -1.10649e-07 -1.106e-07  0.000e+00  0.000e+00 -1.106e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41400 -1.21537e-08 -1.215e-08  0.000e+00  0.000e+00 -1.215e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41500 -9.64659e-09 -9.647e-09  0.000e+00  0.000e+00 -9.647e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41600 -1.73246e-07 -1.732e-07  0.000e+00  0.000e+00 -1.732e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41700 -1.38584e-06 -1.386e-06  0.000e+00  0.000e+00 -1.386e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41800 -8.43268e-06 -8.433e-06  0.000e+00  0.000e+00 -8.433e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  41900 -1.88602e-06 -1.886e-06  0.000e+00  0.000e+00 -1.886e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42000 -1.02904e-08 -1.029e-08  0.000e+00  0.000e+00 -1.029e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42100 -1.85472e-09 -1.855e-09  0.000e+00  0.000e+00 -1.855e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42200 -6.45521e-07 -6.455e-07  0.000e+00  0.000e+00 -6.455e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42300 -7.07312e-07 -7.073e-07  0.000e+00  0.000e+00 -7.073e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42400 -5.48352e-09 -5.484e-09  0.000e+00  0.000e+00 -5.484e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42500 -1.32621e-08 -1.326e-08  0.000e+00  0.000e+00 -1.326e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42600 -3.59788e-09 -3.598e-09  0.000e+00  0.000e+00 -3.598e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42700 -2.38007e-07 -2.380e-07  0.000e+00  0.000e+00 -2.380e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42800 -5.12981e-06 -5.130e-06  0.000e+00  0.000e+00 -5.130e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  42900 -1.25265e-08 -1.253e-08  0.000e+00  0.000e+00 -1.253e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43000 -4.00364e-06 -4.004e-06  0.000e+00  0.000e+00 -4.004e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43100 -7.27932e-07 -7.279e-07  0.000e+00  0.000e+00 -7.279e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43200 -8.02953e-08 -8.030e-08  0.000e+00  0.000e+00 -8.030e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43300 -3.58904e-08 -3.589e-08  0.000e+00  0.000e+00 -3.589e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43400 -3.29486e-09 -3.295e-09  0.000e+00  0.000e+00 -3.295e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43500 -8.30210e-08 -8.302e-08  0.000e+00  0.000e+00 -8.302e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43600 -2.15800e-09 -2.158e-09  0.000e+00  0.000e+00 -2.158e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43700 -2.24832e-08 -2.248e-08  0.000e+00  0.000e+00 -2.248e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43800 -2.27931e-07 -2.279e-07  0.000e+00  0.000e+00 -2.279e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  43900 -1.68939e-07 -1.689e-07  0.000e+00  0.000e+00 -1.689e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44000 -6.64531e-07 -6.645e-07  0.000e+00  0.000e+00 -6.645e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44100 -2.01133e-09 -2.011e-09  0.000e+00  0.000e+00 -2.011e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44200 -4.17560e-08 -4.176e-08  0.000e+00  0.000e+00 -4.176e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44300 -9.73221e-09 -9.732e-09  0.000e+00  0.000e+00 -9.732e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44400 -1.55689e-05 -1.557e-05  0.000e+00  0.000e+00 -1.557e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44500 -4.06344e-09 -4.063e-09  0.000e+00  0.000e+00 -4.063e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44600 -1.69410e-08 -1.694e-08  0.000e+00  0.000e+00 -1.694e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44700 -3.76383e-07 -3.764e-07  0.000e+00  0.000e+00 -3.764e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44800 -1.96437e-08 -1.964e-08  0.000e+00  0.000e+00 -1.964e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  44900 -4.45556e-08 -4.456e-08  0.000e+00  0.000e+00 -4.456e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45000 -8.16585e-09 -8.166e-09  0.000e+00  0.000e+00 -8.166e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45100 -1.05214e-06 -1.052e-06  0.000e+00  0.000e+00 -1.052e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45200 -1.01161e-07 -1.012e-07  0.000e+00  0.000e+00 -1.012e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45300 -4.56676e-09 -4.567e-09  0.000e+00  0.000e+00 -4.567e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45400 -3.30880e-08 -3.309e-08  0.000e+00  0.000e+00 -3.309e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45500 -2.25705e-07 -2.257e-07  0.000e+00  0.000e+00 -2.257e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45600 -3.71111e-09 -3.711e-09  0.000e+00  0.000e+00 -3.711e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45700 -1.07260e-05 -1.073e-05  0.000e+00  0.000e+00 -1.073e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45800 -9.59171e-08 -9.592e-08  0.000e+00  0.000e+00 -9.592e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  45900 -1.03202e-08 -1.032e-08  0.000e+00  0.000e+00 -1.032e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46000 -1.16908e-04 -1.169e-04  0.000e+00  0.000e+00 -1.169e-04  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46100 -1.02870e-07 -1.029e-07  0.000e+00  0.000e+00 -1.029e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46200 -3.68883e-08 -3.689e-08  0.000e+00  0.000e+00 -3.689e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46300 -6.55540e-08 -6.555e-08  0.000e+00  0.000e+00 -6.555e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46400 -8.24913e-08 -8.249e-08  0.000e+00  0.000e+00 -8.249e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46500 -2.08506e-05 -2.085e-05  0.000e+00  0.000e+00 -2.085e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46600 -1.04168e-09 -1.042e-09  0.000e+00  0.000e+00 -1.042e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46700 -9.37682e-09 -9.377e-09  0.000e+00  0.000e+00 -9.377e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46800 -1.15801e-08 -1.158e-08  0.000e+00  0.000e+00 -1.158e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  46900 -8.70157e-08 -8.702e-08  0.000e+00  0.000e+00 -8.702e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47000 -4.15050e-08 -4.150e-08  0.000e+00  0.000e+00 -4.150e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47100 -2.94444e-06 -2.944e-06  0.000e+00  0.000e+00 -2.944e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47200 -1.03096e-06 -1.031e-06  0.000e+00  0.000e+00 -1.031e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47300 -4.16542e-07 -4.165e-07  0.000e+00  0.000e+00 -4.165e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47400 -1.20513e-08 -1.205e-08  0.000e+00  0.000e+00 -1.205e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47500 -1.21464e-08 -1.215e-08  0.000e+00  0.000e+00 -1.215e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47600 -3.25906e-08 -3.259e-08  0.000e+00  0.000e+00 -3.259e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47700 -3.33064e-09 -3.331e-09  0.000e+00  0.000e+00 -3.331e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47800 -5.13444e-09 -5.134e-09  0.000e+00  0.000e+00 -5.134e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  47900 -1.53553e-07 -1.536e-07  0.000e+00  0.000e+00 -1.536e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48000 -5.36853e-09 -5.369e-09  0.000e+00  0.000e+00 -5.369e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48100 -1.35223e-04 -1.352e-04  0.000e+00  0.000e+00 -1.352e-04  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48200 -1.67541e-08 -1.675e-08  0.000e+00  0.000e+00 -1.675e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48300 -2.50686e-08 -2.507e-08  0.000e+00  0.000e+00 -2.507e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48400 -3.55011e-06 -3.550e-06  0.000e+00  0.000e+00 -3.550e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48500 -1.88441e-08 -1.884e-08  0.000e+00  0.000e+00 -1.884e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48600 -9.22832e-06 -9.228e-06  0.000e+00  0.000e+00 -9.228e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48700 -9.49157e-08 -9.492e-08  0.000e+00  0.000e+00 -9.492e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48800 -9.79051e-05 -9.791e-05  0.000e+00  0.000e+00 -9.791e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  48900 -5.75940e-08 -5.759e-08  0.000e+00  0.000e+00 -5.759e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49000 -2.23974e-09 -2.240e-09  0.000e+00  0.000e+00 -2.240e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49100 -4.40643e-05 -4.406e-05  0.000e+00  0.000e+00 -4.406e-05  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49200 -5.09998e-08 -5.100e-08  0.000e+00  0.000e+00 -5.100e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49300 -2.46493e-08 -2.465e-08  0.000e+00  0.000e+00 -2.465e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49400 -1.86546e-06 -1.865e-06  0.000e+00  0.000e+00 -1.865e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49500 -6.22921e-09 -6.229e-09  0.000e+00  0.000e+00 -6.229e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49600 -5.28454e-07 -5.285e-07  0.000e+00  0.000e+00 -5.285e-07  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49700 -1.10573e-09 -1.106e-09  0.000e+00  0.000e+00 -1.106e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49800 -2.17809e-06 -2.178e-06  0.000e+00  0.000e+00 -2.178e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  49900 -2.48578e-06 -2.486e-06  0.000e+00  0.000e+00 -2.486e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  50000 -4.62812e-09 -4.628e-09  0.000e+00  0.000e+00 -4.628e-09  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
