# energy [kcal/mol] of hf
#  conf       e_pot  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
    109  6.62122e-04  0.000e+00  6.621e-04  0.000e+00  0.000e+00  0.000e+00  6.621e-04  0.000e+00  0.000e+00  0.000e+00
    110  4.51280e-03  0.000e+00  4.513e-03  0.000e+00  0.000e+00  0.000e+00  4.513e-03  0.000e+00  0.000e+00  0.000e+00
    111  4.29215e-03  0.000e+00  4.292e-03  0.000e+00  0.000e+00  0.000e+00  4.292e-03  0.000e+00  0.000e+00  0.000e+00
    112  2.94764e-05  0.000e+00  2.948e-05  0.000e+00  0.000e+00  0.000e+00  2.948e-05  0.000e+00  0.000e+00  0.000e+00
    113  8.51906e-03  0.000e+00  8.519e-03  0.000e+00  0.000e+00  0.000e+00  8.519e-03  0.000e+00  0.000e+00  0.000e+00
    114  1.12121e-04  0.000e+00  1.121e-04  0.000e+00  0.000e+00  0.000e+00  1.121e-04  0.000e+00  0.000e+00  0.000e+00
    115  1.34611e-02  0.000e+00  1.346e-02  0.000e+00  0.000e+00  0.000e+00  1.346e-02  0.000e+00  0.000e+00  0.000e+00
    116  5.24755e-04  0.000e+00  5.248e-04  0.000e+00  0.000e+00  0.000e+00  5.248e-04  0.000e+00  0.000e+00  0.000e+00
    117  6.91966e-04  0.000e+00  6.920e-04  0.000e+00  0.000e+00  0.000e+00  6.920e-04  0.000e+00  0.000e+00  0.000e+00
    118  4.55591e-04  0.000e+00  4.556e-04  0.000e+00  0.000e+00  0.000e+00  4.556e-04  0.000e+00  0.000e+00  0.000e+00
    119  8.13323e-04  0.000e+00  8.133e-04  0.000e+00  0.000e+00  0.000e+00  8.133e-04  0.000e+00  0.000e+00  0.000e+00
    120  6.75852e-04  0.000e+00  6.759e-04  0.000e+00  0.000e+00  0.000e+00  6.759e-04  0.000e+00  0.000e+00  0.000e+00
    121  7.76881e-03  0.000e+00  7.769e-03  0.000e+00  0.000e+00  0.000e+00  7.769e-03  0.000e+00  0.000e+00  0.000e+00
    122  5.06928e-04  0.000e+00  5.069e-04  0.000e+00  0.000e+00  0.000e+00  5.069e-04  0.000e+00  0.000e+00  0.000e+00
    123  9.13737e-03  0.000e+00  9.137e-03  0.000e+00  0.000e+00  0.000e+00  9.137e-03  0.000e+00  0.000e+00  0.000e+00
    124  8.53279e-04  0.000e+00  8.533e-04  0.000e+00  0.000e+00  0.000e+00  8.533e-04  0.000e+00  0.000e+00  0.000e+00
    125  2.15898e-03  0.000e+00  2.159e-03  0.000e+00  0.000e+00  0.000e+00  2.159e-03  0.000e+00  0.000e+00  0.000e+00
    126  2.72862e-03  0.000e+00  2.729e-03  0.000e+00  0.000e+00  0.000e+00  2.729e-03  0.000e+00  0.000e+00  0.000e+00
    127  2.15577e-05  0.000e+00  2.156e-05  0.000e+00  0.000e+00  0.000e+00  2.156e-05  0.000e+00  0.000e+00  0.000e+00
    128  2.03310e-03  0.000e+00  2.033e-03  0.000e+00  0.000e+00  0.000e+00  2.033e-03  0.000e+00  0.000e+00  0.000e+00
    129  1.56883e-03  0.000e+00  1.569e-03  0.000e+00  0.000e+00  0.000e+00  1.569e-03  0.000e+00  0.000e+00  0.000e+00
    130  1.94473e-02  0.000e+00  1.945e-02  0.000e+00  0.000e+00  0.000e+00  1.945e-02  0.000e+00  0.000e+00  0.000e+00
    131  4.49839e-03  0.000e+00  4.498e-03  0.000e+00  0.000e+00  0.000e+00  4.498e-03  0.000e+00  0.000e+00  0.000e+00
    132  2.76141e-03  0.000e+00  2.761e-03  0.000e+00  0.000e+00  0.000e+00  2.761e-03  0.000e+00  0.000e+00  0.000e+00
    133  1.83030e-02  0.000e+00  1.830e-02  0.000e+00  0.000e+00  0.000e+00  1.830e-02  0.000e+00  0.000e+00  0.000e+00
    134  3.49547e-03  0.000e+00  3.495e-03  0.000e+00  0.000e+00  0.000e+00  3.495e-03  0.000e+00  0.000e+00  0.000e+00
    135  9.85671e-03  0.000e+00  9.857e-03  0.000e+00  0.000e+00  0.000e+00  9.857e-03  0.000e+00  0.000e+00  0.000e+00
    136  4.66312e-04  0.000e+00  4.663e-04  0.000e+00  0.000e+00  0.000e+00  4.663e-04  0.000e+00  0.000e+00  0.000e+00
    137  5.13391e-03  0.000e+00  5.134e-03  0.000e+00  0.000e+00  0.000e+00  5.134e-03  0.000e+00  0.000e+00  0.000e+00
    138  1.91637e-02  0.000e+00  1.916e-02  0.000e+00  0.000e+00  0.000e+00  1.916e-02  0.000e+00  0.000e+00  0.000e+00
    139  4.33855e-03  0.000e+00  4.339e-03  0.000e+00  0.000e+00  0.000e+00  4.339e-03  0.000e+00  0.000e+00  0.000e+00
    140  3.78829e-05  0.000e+00  3.788e-05  0.000e+00  0.000e+00  0.000e+00  3.788e-05  0.000e+00  0.000e+00  0.000e+00
    141  3.41540e-03  0.000e+00  3.415e-03  0.000e+00  0.000e+00  0.000e+00  3.415e-03  0.000e+00  0.000e+00  0.000e+00
    142  1.49772e-02  0.000e+00  1.498e-02  0.000e+00  0.000e+00  0.000e+00  1.498e-02  0.000e+00  0.000e+00  0.000e+00
    143  1.19773e-02  0.000e+00  1.198e-02  0.000e+00  0.000e+00  0.000e+00  1.198e-02  0.000e+00  0.000e+00  0.000e+00
    144  7.55372e-05  0.000e+00  7.554e-05  0.000e+00  0.000e+00  0.000e+00  7.554e-05  0.000e+00  0.000e+00  0.000e+00
    145  6.98120e-06  0.000e+00  6.981e-06  0.000e+00  0.000e+00  0.000e+00  6.981e-06  0.000e+00  0.000e+00  0.000e+00
    146  9.47254e-04  0.000e+00  9.473e-04  0.000e+00  0.000e+00  0.000e+00  9.473e-04  0.000e+00  0.000e+00  0.000e+00
    147  1.29329e-03  0.000e+00  1.293e-03  0.000e+00  0.000e+00  0.000e+00  1.293e-03  0.000e+00  0.000e+00  0.000e+00
    148  3.39181e-03  0.000e+00  3.392e-03  0.000e+00  0.000e+00  0.000e+00  3.392e-03  0.000e+00  0.000e+00  0.000e+00
    149  1.84885e-02  0.000e+00  1.849e-02  0.000e+00  0.000e+00  0.000e+00  1.849e-02  0.000e+00  0.000e+00  0.000e+00
    150  4.57780e-03  0.000e+00  4.578e-03  0.000e+00  0.000e+00  0.000e+00  4.578e-03  0.000e+00  0.000e+00  0.000e+00
    151  5.39786e-05  0.000e+00  5.398e-05  0.000e+00  0.000e+00  0.000e+00  5.398e-05  0.000e+00  0.000e+00  0.000e+00
    152  5.70145e-06  0.000e+00  5.701e-06  0.000e+00  0.000e+00  0.000e+00  5.701e-06  0.000e+00  0.000e+00  0.000e+00
    153  4.13971e-03  0.000e+00  4.140e-03  0.000e+00  0.000e+00  0.000e+00  4.140e-03  0.000e+00  0.000e+00  0.000e+00
    154  1.60606e-04  0.000e+00  1.606e-04  0.000e+00  0.000e+00  0.000e+00  1.606e-04  0.000e+00  0.000e+00  0.000e+00
    155  3.51903e-03  0.000e+00  3.519e-03  0.000e+00  0.000e+00  0.000e+00  3.519e-03  0.000e+00  0.000e+00  0.000e+00
    156  4.34568e-03  0.000e+00  4.346e-03  0.000e+00  0.000e+00  0.000e+00  4.346e-03  0.000e+00  0.000e+00  0.000e+00
    157  1.51817e-02  0.000e+00  1.518e-02  0.000e+00  0.000e+00  0.000e+00  1.518e-02  0.000e+00  0.000e+00  0.000e+00
    158  7.88774e-04  0.000e+00  7.888e-04  0.000e+00  0.000e+00  0.000e+00  7.888e-04  0.000e+00  0.000e+00  0.000e+00
    159  3.56995e-03  0.000e+00  3.570e-03  0.000e+00  0.000e+00  0.000e+00  3.570e-03  0.000e+00  0.000e+00  0.000e+00
    160  3.57856e-02  0.000e+00  3.579e-02  0.000e+00  0.000e+00  0.000e+00  3.579e-02  0.000e+00  0.000e+00  0.000e+00
    161  3.41781e-02  0.000e+00  3.418e-02  0.000e+00  0.000e+00  0.000e+00  3.418e-02  0.000e+00  0.000e+00  0.000e+00
    162  2.49351e-02  0.000e+00  2.494e-02  0.000e+00  0.000e+00  0.000e+00  2.494e-02  0.000e+00  0.000e+00  0.000e+00
    163  8.76949e-04  0.000e+00  8.769e-04  0.000e+00  0.000e+00  0.000e+00  8.769e-04  0.000e+00  0.000e+00  0.000e+00
    164  1.04580e-02  0.000e+00  1.046e-02  0.000e+00  0.000e+00  0.000e+00  1.046e-02  0.000e+00  0.000e+00  0.000e+00
    165  2.94540e-03  0.000e+00  2.945e-03  0.000e+00  0.000e+00  0.000e+00  2.945e-03  0.000e+00  0.000e+00  0.000e+00
    166  1.28838e-03  0.000e+00  1.288e-03  0.000e+00  0.000e+00  0.000e+00  1.288e-03  0.000e+00  0.000e+00  0.000e+00
    167  2.26973e-03  0.000e+00  2.270e-03  0.000e+00  0.000e+00  0.000e+00  2.270e-03  0.000e+00  0.000e+00  0.000e+00
    168  2.03844e-02  0.000e+00  2.038e-02  0.000e+00  0.000e+00  0.000e+00  2.038e-02  0.000e+00  0.000e+00  0.000e+00
    169  3.94093e-03  0.000e+00  3.941e-03  0.000e+00  0.000e+00  0.000e+00  3.941e-03  0.000e+00  0.000e+00  0.000e+00
    170  2.12485e-04  0.000e+00  2.125e-04  0.000e+00  0.000e+00  0.000e+00  2.125e-04  0.000e+00  0.000e+00  0.000e+00
    171  4.11017e-09  0.000e+00  4.110e-09  0.000e+00  0.000e+00  0.000e+00  4.110e-09  0.000e+00  0.000e+00  0.000e+00
    172  2.00904e-03  0.000e+00  2.009e-03  0.000e+00  0.000e+00  0.000e+00  2.009e-03  0.000e+00  0.000e+00  0.000e+00
    173  3.71284e-03  0.000e+00  3.713e-03  0.000e+00  0.000e+00  0.000e+00  3.713e-03  0.000e+00  0.000e+00  0.000e+00
    174  2.21403e-03  0.000e+00  2.214e-03  0.000e+00  0.000e+00  0.000e+00  2.214e-03  0.000e+00  0.000e+00  0.000e+00
    175  1.16158e-03  0.000e+00  1.162e-03  0.000e+00  0.000e+00  0.000e+00  1.162e-03  0.000e+00  0.000e+00  0.000e+00
    176  5.25359e-03  0.000e+00  5.254e-03  0.000e+00  0.000e+00  0.000e+00  5.254e-03  0.000e+00  0.000e+00  0.000e+00
    177  1.70226e-04  0.000e+00  1.702e-04  0.000e+00  0.000e+00  0.000e+00  1.702e-04  0.000e+00  0.000e+00  0.000e+00
    178  8.93951e-03  0.000e+00  8.940e-03  0.000e+00  0.000e+00  0.000e+00  8.940e-03  0.000e+00  0.000e+00  0.000e+00
    179  2.08911e-02  0.000e+00  2.089e-02  0.000e+00  0.000e+00  0.000e+00  2.089e-02  0.000e+00  0.000e+00  0.000e+00
